model,regime,seed,cp_method,cov_stressed,cov_all,stress_drop
lstm_const,GF,42,native,0.8789473684210526,0.905511811023622,-0.026564442602569405
lstm_const,GF,42,pid_cqr,0.85,0.8165354330708662,0.0334645669291338
lstm_const,GF,42,pid_local_cqr,0.8605263157894737,0.8188976377952756,0.041628677994198116
lstm_const,GF,42,pid_tan_cqr,0.8315789473684211,0.8236220472440945,0.007956900124326594
lstm_const,GF,42,saocp_cqr,0.9263157894736842,0.9299212598425197,-0.003605470368835517
lstm_const,GF,42,sfogd_cqr,0.8473684210526315,0.8039370078740158,0.04343141317861576
lstm_const,GF,42,spci_cqr,0.8184210526315789,0.7755905511811023,0.04283050145047662
lstm_const,GF,43,aci_cqr,0.8289473684210527,0.8094488188976378,0.0194985495234149
lstm_const,GF,43,agaci_cqr,0.8236842105263158,0.8007874015748031,0.022896808951512693
lstm_const,GF,43,cqr_rolling,0.8421052631578947,0.8251968503937008,0.01690841276419386
lstm_const,GF,43,cqr_static,0.8736842105263158,0.8842519685039371,-0.010567757977621217
lstm_const,GF,43,decay_ocp_cqr,0.8868421052631579,0.9070866141732283,-0.020244508910070458
lstm_const,GF,43,dtaci_cqr,0.8526315789473684,0.8204724409448819,0.03215913800248649
lstm_const,GF,43,mondrian_cqr,0.8921052631578947,0.8433070866141732,0.04879817654372154
lstm_const,GF,43,native,0.8736842105263158,0.9102362204724409,-0.036552009946125064
lstm_const,GF,43,pid_cqr,0.8394736842105263,0.8118110236220473,0.027662660588478993
lstm_const,GF,43,pid_local_cqr,0.85,0.8133858267716535,0.03661417322834648
lstm_const,GF,43,pid_tan_cqr,0.8289473684210527,0.8181102362204724,0.010837132200580246
lstm_const,GF,43,saocp_cqr,0.9236842105263158,0.9330708661417323,-0.009386655615416517
lstm_const,GF,43,sfogd_cqr,0.8289473684210527,0.8031496062992126,0.02579776212184004
lstm_const,GF,43,spci_cqr,0.8157894736842105,0.7645669291338583,0.051222544550352245
lstm_const,GF,44,aci_cqr,0.8342105263157895,0.8039370078740158,0.030273518441773728
lstm_const,GF,44,agaci_cqr,0.8394736842105263,0.8015748031496063,0.03789888106091999
lstm_const,GF,44,cqr_rolling,0.8552631578947368,0.8267716535433071,0.028491504351429775
lstm_const,GF,44,cqr_static,0.881578947368421,0.8874015748031496,-0.005822627434728611
lstm_const,GF,44,decay_ocp_cqr,0.8973684210526316,0.9110236220472441,-0.013655200994612482
lstm_const,GF,44,dtaci_cqr,0.8552631578947368,0.8181102362204724,0.03715292167426443
lstm_const,GF,44,mondrian_cqr,0.8842105263157894,0.8566929133858268,0.027517612929962687
lstm_const,GF,44,native,0.881578947368421,0.9110236220472441,-0.029444674678823057
lstm_const,GF,44,pid_cqr,0.8342105263157895,0.8102362204724409,0.023974305843348587
lstm_const,GF,44,pid_local_cqr,0.8447368421052631,0.8141732283464567,0.03056361375880645
lstm_const,GF,44,pid_tan_cqr,0.8342105263157895,0.8204724409448819,0.013738085370907593
lstm_const,GF,44,saocp_cqr,0.9236842105263158,0.931496062992126,-0.007811852465810176
lstm_const,GF,44,sfogd_cqr,0.8421052631578947,0.8062992125984252,0.035806050559469504
lstm_const,GF,44,spci_cqr,0.8052631578947368,0.7606299212598425,0.04463323663489427
lstm_const,L,42,aci_cqr,0.8394736842105263,0.8110236220472441,0.028450062163282164
lstm_const,L,42,agaci_cqr,0.8421052631578947,0.8062992125984252,0.035806050559469504
lstm_const,L,42,cqr_rolling,0.85,0.8275590551181102,0.022440944881889746
lstm_const,L,42,cqr_static,0.9,0.9149606299212598,-0.014960629921259794
lstm_const,L,42,decay_ocp_cqr,0.8894736842105263,0.9007874015748032,-0.011313717364276887
lstm_const,L,42,dtaci_cqr,0.8657894736842106,0.8173228346456692,0.048466639038541315
lstm_const,L,42,mondrian_cqr,0.8789473684210526,0.8503937007874016,0.02855366763365097
lstm_const,L,42,native,0.8736842105263158,0.8913385826771654,-0.01765437215084953
lstm_const,L,42,pid_cqr,0.8421052631578947,0.8125984251968504,0.029506837961044252
lstm_const,L,42,pid_local_cqr,0.8552631578947368,0.815748031496063,0.03951512639867383
lstm_const,L,42,pid_tan_cqr,0.8315789473684211,0.8181102362204724,0.013468711147948675
lstm_const,L,42,saocp_cqr,0.9105263157894737,0.915748031496063,-0.005221715706589247
lstm_const,L,42,sfogd_cqr,0.85,0.805511811023622,0.04448818897637796
lstm_const,L,42,spci_cqr,0.8184210526315789,0.7590551181102362,0.059365934521342756
lstm_const,L,43,aci_cqr,0.8236842105263158,0.8015748031496063,0.022109407376709522
lstm_const,L,43,agaci_cqr,0.8342105263157895,0.805511811023622,0.028698715292167498
lstm_const,L,43,cqr_rolling,0.8368421052631579,0.8188976377952756,0.017944467467882363
lstm_const,L,43,cqr_static,0.8894736842105263,0.9133858267716536,-0.02391214256112728
lstm_const,L,43,decay_ocp_cqr,0.881578947368421,0.8984251968503937,-0.016846249481972664
lstm_const,L,43,dtaci_cqr,0.8473684210526315,0.8110236220472441,0.03634479900538745
lstm_const,L,43,mondrian_cqr,0.9052631578947369,0.8661417322834646,0.0391214256112723
lstm_const,L,43,native,0.8631578947368421,0.889763779527559,-0.026605884790716905
lstm_const,L,43,pid_cqr,0.8421052631578947,0.8118110236220473,0.030294239535847423
lstm_const,L,43,pid_local_cqr,0.8552631578947368,0.8188976377952756,0.03636552009946126
lstm_const,L,43,pid_tan_cqr,0.8342105263157895,0.8228346456692913,0.011375880646498193
lstm_const,L,43,saocp_cqr,0.9105263157894737,0.9149606299212598,-0.004434314131786077
lstm_const,L,43,sfogd_cqr,0.8421052631578947,0.8047244094488188,0.037380853709075845
lstm_const,L,43,spci_cqr,0.7894736842105263,0.7645669291338583,0.024906755076668063
lstm_const,L,44,aci_cqr,0.8263157894736842,0.8086614173228347,0.01765437215084953
lstm_const,L,44,agaci_cqr,0.8394736842105263,0.8015748031496063,0.03789888106091999
lstm_const,L,44,cqr_rolling,0.8421052631578947,0.8220472440944881,0.02005801906340654
lstm_const,L,44,cqr_static,0.868421052631579,0.8779527559055118,-0.009531703273932823
lstm_const,L,44,decay_ocp_cqr,0.8894736842105263,0.8913385826771654,-0.0018648984666390644
lstm_const,L,44,dtaci_cqr,0.8447368421052631,0.8102362204724409,0.03450062163282219
lstm_const,L,44,mondrian_cqr,0.9052631578947369,0.8456692913385827,0.059593866556154174
lstm_const,L,44,native,0.8789473684210526,0.8944881889763779,-0.015540820555325352
lstm_const,L,44,pid_cqr,0.8315789473684211,0.8078740157480315,0.023704931620389558
lstm_const,L,44,pid_local_cqr,0.8526315789473684,0.8102362204724409,0.04239535847492748
lstm_const,L,44,pid_tan_cqr,0.8368421052631579,0.8149606299212598,0.021881475341898105
lstm_const,L,44,saocp_cqr,0.9289473684210526,0.9204724409448819,0.008474927476170735
lstm_const,L,44,sfogd_cqr,0.8473684210526315,0.8086614173228347,0.03870700372979685
lstm_const,L,44,spci_cqr,0.8210526315789474,0.7708661417322835,0.05018648984666385
rw,L,42,aci_cqr,0.8447368421052631,0.8118110236220473,0.03292581848321585
rw,L,42,agaci_cqr,0.8421052631578947,0.8023622047244094,0.039743058433485245
rw,L,42,cqr_rolling,0.85,0.8299212598425196,0.020078740157480346
rw,L,42,cqr_static,0.9052631578947369,0.9149606299212598,-0.009697472026522935
rw,L,42,decay_ocp_cqr,0.9052631578947369,0.9102362204724409,-0.004973062577704024
rw,L,42,dtaci_cqr,0.8526315789473684,0.8181102362204724,0.034521342726896
rw,L,42,mondrian_cqr,0.8973684210526316,0.8606299212598425,0.03673849979278909
rw,L,42,native,0.8868421052631579,0.9086614173228347,-0.0218193120596768
rw,L,42,pid_cqr,0.8473684210526315,0.8125984251968504,0.03476999585578111
rw,L,42,pid_local_cqr,0.8552631578947368,0.8165354330708662,0.03872772482387066
rw,L,42,pid_tan_cqr,0.8368421052631579,0.8133858267716535,0.023456278491504445
rw,L,42,saocp_cqr,0.9263157894736842,0.931496062992126,-0.005180273518441747
rw,L,42,sfogd_cqr,0.8473684210526315,0.8,0.047368421052631504
rw,L,42,spci_cqr,0.8131578947368421,0.7669291338582677,0.046228760878574415
tirex,ZS,42,aci_cqr,0.8631578947368421,0.815748031496063,0.047409863240779115
tirex,ZS,42,agaci_cqr,0.8552631578947368,0.8118110236220473,0.04345213427268957
tirex,ZS,42,cqr_rolling,0.85,0.8094488188976378,0.04055118110236222
tirex,ZS,42,cqr_static,0.8184210526315789,0.7354330708661417,0.0829879817654372
tirex,ZS,42,decay_ocp_cqr,0.8263157894736842,0.7818897637795276,0.04442602569415666
tirex,ZS,42,dtaci_cqr,0.8657894736842106,0.8149606299212598,0.050828843762950715
tirex,ZS,42,mondrian_cqr,0.8947368421052632,0.8661417322834646,0.02859510982179858
tirex,ZS,42,native,0.8657894736842106,0.8133858267716535,0.052403646912557056
tirex,ZS,42,pid_cqr,0.8578947368421053,0.7992125984251969,0.05868213841690839
tirex,ZS,42,pid_local_cqr,0.8552631578947368,0.7992125984251969,0.05605055946953996
tirex,ZS,42,pid_tan_cqr,0.8473684210526315,0.8047244094488188,0.042644011603812704
tirex,ZS,42,saocp_cqr,0.9131578947368421,0.8724409448818897,0.04071694985495233
tirex,ZS,42,sfogd_cqr,0.8736842105263158,0.8015748031496063,0.07210940737670957
tirex,ZS,42,spci_cqr,0.8157894736842105,0.7496062992125985,0.06618317447161204
tirex2,ZS,42,aci_cqr,0.8736842105263158,0.7992125984251969,0.07447161210111897
tirex2,ZS,42,agaci_cqr,0.8657894736842106,0.7968503937007874,0.06893907998342319
tirex2,ZS,42,cqr_rolling,0.868421052631579,0.794488188976378,0.07393286365520102
tirex2,ZS,42,cqr_static,0.8263157894736842,0.7496062992125985,0.07670949026108576
tirex2,ZS,42,decay_ocp_cqr,0.85,0.7866141732283465,0.0633858267716535
tirex2,ZS,42,dtaci_cqr,0.8763157894736842,0.805511811023622,0.07080397845006214
tirex2,ZS,42,mondrian_cqr,0.8921052631578947,0.8559055118110236,0.036199751346871145
tirex2,ZS,42,native,0.868421052631579,0.8551181102362204,0.013302942395358563
tirex2,ZS,42,pid_cqr,0.85,0.8,0.04999999999999993
tirex2,ZS,42,pid_local_cqr,0.8526315789473684,0.8015748031496063,0.05105677579776213
tirex2,ZS,42,pid_tan_cqr,0.868421052631579,0.8102362204724409,0.058184832159138056
tirex2,ZS,42,saocp_cqr,0.9184210526315789,0.8937007874015748,0.024720265230004146
tirex2,ZS,42,sfogd_cqr,0.8552631578947368,0.8007874015748031,0.05447575631993373
tirex2,ZS,42,spci_cqr,0.8263157894736842,0.7622047244094489,0.06411106506423536
tirex2_cov,ZS,42,aci_cqr,0.8657894736842106,0.8031496062992126,0.06263986738499794
tirex2_cov,ZS,42,agaci_cqr,0.8631578947368421,0.8007874015748031,0.06237049316203902
tirex2_cov,ZS,42,cqr_rolling,0.8631578947368421,0.8,0.06315789473684208
tirex2_cov,ZS,42,cqr_static,0.8342105263157895,0.7866141732283465,0.04759635308744303
tirex2_cov,ZS,42,decay_ocp_cqr,0.85,0.794488188976378,0.055511811023622015
tirex2_cov,ZS,42,dtaci_cqr,0.8763157894736842,0.8094488188976378,0.0668669705760464
tirex2_cov,ZS,42,mondrian_cqr,0.8921052631578947,0.8598425196850393,0.032262743472855404
tirex2_cov,ZS,42,native,0.8605263157894737,0.8385826771653543,0.02194363862411941
tirex2_cov,ZS,42,pid_cqr,0.8552631578947368,0.7984251968503937,0.05683796104434313
tirex2_cov,ZS,42,pid_local_cqr,0.8605263157894737,0.8031496062992126,0.05737670949026108
tirex2_cov,ZS,42,pid_tan_cqr,0.8763157894736842,0.8094488188976378,0.0668669705760464
tirex2_cov,ZS,42,saocp_cqr,0.9052631578947369,0.8795275590551181,0.025735598839618734
tirex2_cov,ZS,42,sfogd_cqr,0.8526315789473684,0.8023622047244094,0.05026937422295896
tirex2_cov,ZS,42,spci_cqr,0.8184210526315789,0.7582677165354331,0.060153336096145815
xlstm,G,42,aci_cqr,0.8157894736842105,0.8,0.015789473684210464
xlstm,G,42,agaci_cqr,0.8026315789473685,0.8078740157480315,-0.005242436800663053
xlstm,G,42,cqr_rolling,0.8105263157894737,0.7976377952755905,0.012888520513883117
xlstm,G,42,cqr_static,0.7210526315789474,0.752755905511811,-0.03170327393286365
xlstm,G,42,decay_ocp_cqr,0.8342105263157895,0.8480314960629921,-0.013820969747202594
xlstm,G,42,dtaci_cqr,0.8315789473684211,0.8118110236220473,0.019767923746373817
xlstm,G,42,mondrian_cqr,0.8868421052631579,0.8574803149606299,0.029361790302527946
xlstm,G,42,native,0.8368421052631579,0.868503937007874,-0.03166183174471604
xlstm,G,42,pid_cqr,0.8263157894736842,0.8078740157480315,0.0184417737256527
xlstm,G,42,pid_local_cqr,0.8447368421052631,0.8078740157480315,0.03686282635723159
xlstm,G,42,pid_tan_cqr,0.8210526315789474,0.8220472440944881,-0.0009946125155407826
xlstm,G,42,saocp_cqr,0.9263157894736842,0.915748031496063,0.010567757977621217
xlstm,G,42,sfogd_cqr,0.8394736842105263,0.8062992125984252,0.033174471612101075
xlstm,G,42,spci_cqr,0.7736842105263158,0.7622047244094489,0.011479486116866888
xlstm,G,43,aci_cqr,0.7894736842105263,0.7968503937007874,-0.007376709490261035
xlstm,G,43,agaci_cqr,0.7973684210526316,0.8133858267716535,-0.016017405719021882
xlstm,G,43,cqr_rolling,0.7947368421052632,0.7992125984251969,-0.004475756319933688
xlstm,G,43,cqr_static,0.8552631578947368,0.8748031496062992,-0.0195399917115624
xlstm,G,43,decay_ocp_cqr,0.8868421052631579,0.8795275590551181,0.0073145462080397294
xlstm,G,43,dtaci_cqr,0.7947368421052632,0.8047244094488188,-0.009987567343555659
xlstm,G,43,mondrian_cqr,0.8631578947368421,0.8543307086614174,0.008827186075424764
xlstm,G,43,native,0.9131578947368421,0.9322834645669291,-0.019125569830087064
xlstm,G,43,pid_cqr,0.8184210526315789,0.8118110236220473,0.0066100290095316705
xlstm,G,43,pid_local_cqr,0.8315789473684211,0.815748031496063,0.015830915872358076
xlstm,G,43,pid_tan_cqr,0.8236842105263158,0.831496062992126,-0.007811852465810176
xlstm,G,43,saocp_cqr,0.9368421052631579,0.9433070866141732,-0.006464981351015253
xlstm,G,43,sfogd_cqr,0.8184210526315789,0.8062992125984252,0.012121840033153752
xlstm,G,43,spci_cqr,0.781578947368421,0.7614173228346457,0.020161624533775346
xlstm,G,44,aci_cqr,0.8026315789473685,0.8165354330708662,-0.013903854123497705
xlstm,G,44,agaci_cqr,0.8105263157894737,0.8078740157480315,0.002652300041442124
xlstm,G,44,cqr_rolling,0.7973684210526316,0.8133858267716535,-0.016017405719021882
xlstm,G,44,cqr_static,0.7605263157894737,0.7732283464566929,-0.0127020306672192
xlstm,G,44,decay_ocp_cqr,0.8526315789473684,0.8653543307086614,-0.012722751761293005
xlstm,G,44,dtaci_cqr,0.8289473684210527,0.8188976377952756,0.010049730625777076
xlstm,G,44,mondrian_cqr,0.8526315789473684,0.8779527559055118,-0.0253211769581434
xlstm,G,44,native,0.8763157894736842,0.9086614173228347,-0.032345627849150516
xlstm,G,44,pid_cqr,0.8289473684210527,0.8102362204724409,0.018711147948611728
xlstm,G,44,pid_local_cqr,0.8394736842105263,0.8125984251968504,0.026875259013675823
xlstm,G,44,pid_tan_cqr,0.8157894736842105,0.8244094488188977,-0.008619975134687152
xlstm,G,44,saocp_cqr,0.9342105263157895,0.9385826771653544,-0.004372150849564882
xlstm,G,44,sfogd_cqr,0.8315789473684211,0.8070866141732284,0.024492333195192728
xlstm,G,44,spci_cqr,0.7657894736842106,0.7622047244094489,0.0035847492747617116
xlstm,GF,42,aci_cqr,0.8184210526315789,0.8094488188976378,0.008972233733941182
xlstm,GF,42,agaci_cqr,0.8157894736842105,0.8188976377952756,-0.0031081641110650704
xlstm,GF,42,cqr_rolling,0.8131578947368421,0.8086614173228347,0.004496477414007383
xlstm,GF,42,cqr_static,0.7368421052631579,0.7543307086614173,-0.017488603398259417
xlstm,GF,42,decay_ocp_cqr,0.8184210526315789,0.8338582677165355,-0.015437215084956546
xlstm,GF,42,dtaci_cqr,0.8368421052631579,0.8220472440944881,0.014794861168669793
xlstm,GF,42,mondrian_cqr,0.8894736842105263,0.8582677165354331,0.031205967675093205
xlstm,GF,42,native,0.8368421052631579,0.868503937007874,-0.03166183174471604
xlstm,GF,42,pid_cqr,0.8315789473684211,0.8094488188976378,0.022130128470783328
xlstm,GF,42,pid_local_cqr,0.8368421052631579,0.8110236220472441,0.025818483215913846
xlstm,GF,42,pid_tan_cqr,0.8263157894736842,0.8220472440944881,0.004268545379196076
xlstm,GF,42,saocp_cqr,0.9236842105263158,0.9165354330708662,0.0071487774554496175
xlstm,GF,42,sfogd_cqr,0.8552631578947368,0.8047244094488188,0.05053874844591799
xlstm,GF,42,spci_cqr,0.7578947368421053,0.7598425196850394,-0.001947782842934065
xlstm,GF,43,aci_cqr,0.8,0.794488188976378,0.005511811023622082
xlstm,GF,43,agaci_cqr,0.7973684210526316,0.8007874015748031,-0.0034189805221714886
xlstm,GF,43,cqr_rolling,0.8026315789473685,0.7937007874015748,0.008930791545793682
xlstm,GF,43,cqr_static,0.8578947368421053,0.8669291338582678,-0.009034397016162488
xlstm,GF,43,decay_ocp_cqr,0.8789473684210526,0.8755905511811024,0.0033568172399501828
xlstm,GF,43,dtaci_cqr,0.8105263157894737,0.8070866141732284,0.0034397016162452942
xlstm,GF,43,mondrian_cqr,0.8605263157894737,0.8551181102362204,0.005408205553253276
xlstm,GF,43,native,0.9078947368421053,0.9307086614173228,-0.02281392457521747
xlstm,GF,43,pid_cqr,0.8210526315789474,0.8078740157480315,0.01317861583091584
xlstm,GF,43,pid_local_cqr,0.8315789473684211,0.8078740157480315,0.023704931620389558
xlstm,GF,43,pid_tan_cqr,0.8368421052631579,0.8330708661417323,0.003771239121425629
xlstm,GF,43,saocp_cqr,0.9342105263157895,0.9440944881889763,-0.009883961873186853
xlstm,GF,43,sfogd_cqr,0.8236842105263158,0.8031496062992126,0.02053460422710318
xlstm,GF,43,spci_cqr,0.7789473684210526,0.7590551181102362,0.01989225031081643
xlstm,GF,44,aci_cqr,0.7868421052631579,0.8228346456692913,-0.03599254040613342
xlstm,GF,44,agaci_cqr,0.8052631578947368,0.8165354330708662,-0.011272275176129387
xlstm,GF,44,cqr_rolling,0.781578947368421,0.8181102362204724,-0.03653128885205137
xlstm,GF,44,cqr_static,0.7684210526315789,0.7803149606299212,-0.011893907998342335
xlstm,GF,44,decay_ocp_cqr,0.8315789473684211,0.8566929133858268,-0.025113966017405676
xlstm,GF,44,dtaci_cqr,0.8315789473684211,0.8299212598425196,0.0016576875259014523
xlstm,GF,44,mondrian_cqr,0.8552631578947368,0.8653543307086614,-0.010091172813924576
xlstm,GF,44,native,0.8789473684210526,0.9086614173228347,-0.029714048901782086
xlstm,GF,44,pid_cqr,0.8210526315789474,0.8062992125984252,0.014753418980522182
xlstm,GF,44,pid_local_cqr,0.8289473684210527,0.8078740157480315,0.02107335267302113
xlstm,GF,44,pid_tan_cqr,0.8157894736842105,0.8251968503937008,-0.009407376709490323
xlstm,GF,44,saocp_cqr,0.9342105263157895,0.9362204724409449,-0.0020099461251553707
xlstm,GF,44,sfogd_cqr,0.8315789473684211,0.8047244094488188,0.02685453791960224
xlstm,GF,44,spci_cqr,0.7736842105263158,0.7614173228346457,0.012266887691670059
xlstm,GI,42,aci_cqr,0.8210526315789474,0.8015748031496063,0.019477828429341093
xlstm,GI,42,agaci_cqr,0.8289473684210527,0.8047244094488188,0.02422295897223381
xlstm,GI,42,cqr_rolling,0.8131578947368421,0.8047244094488188,0.008433485288023235
xlstm,GI,42,cqr_static,0.75,0.7921259842519685,-0.04212598425196845
xlstm,GI,42,decay_ocp_cqr,0.8184210526315789,0.837007874015748,-0.018586821384169117
xlstm,GI,42,dtaci_cqr,0.8289473684210527,0.8078740157480315,0.02107335267302113
xlstm,GI,42,mondrian_cqr,0.868421052631579,0.8511811023622047,0.017239950269374305
xlstm,GI,42,native,0.8157894736842105,0.8464566929133859,-0.03066721922917537
xlstm,GI,42,pid_cqr,0.8157894736842105,0.8070866141732284,0.008702859510982153
xlstm,GI,42,pid_local_cqr,0.8368421052631579,0.8062992125984252,0.030542892664732757
xlstm,GI,42,pid_tan_cqr,0.8157894736842105,0.8181102362204724,-0.0023207625362619
xlstm,GI,42,saocp_cqr,0.9131578947368421,0.9023622047244094,0.010795690012432635
xlstm,GI,42,sfogd_cqr,0.8421052631578947,0.8039370078740158,0.038168255283878905
xlstm,GI,42,spci_cqr,0.7763157894736842,0.7692913385826772,0.007024450891007006
xlstm,GI,43,aci_cqr,0.7947368421052632,0.7976377952755905,-0.0029009531703273472
xlstm,GI,43,agaci_cqr,0.8,0.7992125984251969,0.0007874015748031704
xlstm,GI,43,cqr_rolling,0.8,0.8023622047244094,-0.0023622047244094
xlstm,GI,43,cqr_static,0.9,0.9078740157480315,-0.007874015748031482
xlstm,GI,43,decay_ocp_cqr,0.9,0.8905511811023622,0.009448818897637823
xlstm,GI,43,dtaci_cqr,0.7973684210526316,0.8062992125984252,-0.00893079154579357
xlstm,GI,43,mondrian_cqr,0.8605263157894737,0.8496062992125984,0.010920016576875247
xlstm,GI,43,native,0.9105263157894737,0.9244094488188976,-0.0138831330294239
xlstm,GI,43,pid_cqr,0.8210526315789474,0.8181102362204724,0.0029423953584749585
xlstm,GI,43,pid_local_cqr,0.8342105263157895,0.8196850393700787,0.014525486945710764
xlstm,GI,43,pid_tan_cqr,0.8315789473684211,0.8251968503937008,0.006382096974720253
xlstm,GI,43,saocp_cqr,0.9447368421052632,0.9433070866141732,0.0014297554910900345
xlstm,GI,43,sfogd_cqr,0.8263157894736842,0.8094488188976378,0.01686697057604647
xlstm,GI,43,spci_cqr,0.7921052631578948,0.7661417322834646,0.025963530874430152
xlstm,GI,44,aci_cqr,0.8,0.8173228346456692,-0.017322834645669194
xlstm,GI,44,agaci_cqr,0.8184210526315789,0.8181102362204724,0.00031081641110652924
xlstm,GI,44,cqr_rolling,0.7921052631578948,0.8181102362204724,-0.026004973062577652
xlstm,GI,44,cqr_static,0.7552631578947369,0.7677165354330708,-0.012453377538333976
xlstm,GI,44,decay_ocp_cqr,0.8552631578947368,0.8724409448818897,-0.017177786987152888
xlstm,GI,44,dtaci_cqr,0.8315789473684211,0.8267716535433071,0.004807293825114023
xlstm,GI,44,mondrian_cqr,0.8710526315789474,0.8740157480314961,-0.002963116452548653
xlstm,GI,44,native,0.8368421052631579,0.8850393700787401,-0.048197264815582175
xlstm,GI,44,pid_cqr,0.8394736842105263,0.8141732283464567,0.025300455864069593
xlstm,GI,44,pid_local_cqr,0.8473684210526315,0.8141732283464567,0.03319519270617488
xlstm,GI,44,pid_tan_cqr,0.8315789473684211,0.8307086614173228,0.0008702859510982819
xlstm,GI,44,saocp_cqr,0.9263157894736842,0.9275590551181102,-0.001243265644426006
xlstm,GI,44,sfogd_cqr,0.8342105263157895,0.8086614173228347,0.025549108992954817
xlstm,GI,44,spci_cqr,0.781578947368421,0.7771653543307087,0.004413593037712382
xlstm,L,42,aci_cqr,0.8447368421052631,0.8149606299212598,0.02977621218400328
xlstm,L,42,agaci_cqr,0.8421052631578947,0.8118110236220473,0.030294239535847423
xlstm,L,42,cqr_rolling,0.8263157894736842,0.805511811023622,0.02080397845006221
xlstm,L,42,cqr_static,0.7447368421052631,0.7740157480314961,-0.029278905926232945
xlstm,L,42,decay_ocp_cqr,0.7578947368421053,0.7850393700787401,-0.027144633236634852
xlstm,L,42,dtaci_cqr,0.8605263157894737,0.8236220472440945,0.036904268545379204
xlstm,L,42,mondrian_cqr,0.868421052631579,0.852755905511811,0.015665147119767964
xlstm,L,42,native,0.7368421052631579,0.7440944881889764,-0.007252382925818535
xlstm,L,42,pid_cqr,0.8421052631578947,0.8110236220472441,0.031081641110650593
xlstm,L,42,pid_local_cqr,0.8368421052631579,0.8078740157480315,0.028968089515126416
xlstm,L,42,pid_tan_cqr,0.8263157894736842,0.8181102362204724,0.008205553253211817
xlstm,L,42,saocp_cqr,0.8894736842105263,0.868503937007874,0.020969747202652322
xlstm,L,42,sfogd_cqr,0.8447368421052631,0.8078740157480315,0.03686282635723159
xlstm,L,42,spci_cqr,0.8263157894736842,0.7700787401574803,0.05623704931620388
xlstm,L,43,aci_cqr,0.8447368421052631,0.8291338582677166,0.015602983837546547
xlstm,L,43,agaci_cqr,0.8342105263157895,0.8244094488188977,0.009801077496891852
xlstm,L,43,cqr_rolling,0.8368421052631579,0.8204724409448819,0.016369664318276023
xlstm,L,43,cqr_static,0.8,0.8181102362204724,-0.018110236220472364
xlstm,L,43,decay_ocp_cqr,0.7973684210526316,0.8,-0.0026315789473684292
xlstm,L,43,dtaci_cqr,0.8421052631578947,0.8267716535433071,0.015333609614587629
xlstm,L,43,mondrian_cqr,0.8736842105263158,0.8653543307086614,0.008329879817654429
xlstm,L,43,native,0.7736842105263158,0.7803149606299212,-0.006630750103605476
xlstm,L,43,pid_cqr,0.8263157894736842,0.8094488188976378,0.01686697057604647
xlstm,L,43,pid_local_cqr,0.8289473684210527,0.8039370078740158,0.02501036054703687
xlstm,L,43,pid_tan_cqr,0.8210526315789474,0.8251968503937008,-0.004144218814753464
xlstm,L,43,saocp_cqr,0.9026315789473685,0.8771653543307086,0.025466224616659816
xlstm,L,43,sfogd_cqr,0.8342105263157895,0.805511811023622,0.028698715292167498
xlstm,L,43,spci_cqr,0.7894736842105263,0.7724409448818897,0.01703273932863658
xlstm,L,44,aci_cqr,0.8421052631578947,0.8125984251968504,0.029506837961044252
xlstm,L,44,agaci_cqr,0.8263157894736842,0.8078740157480315,0.0184417737256527
xlstm,L,44,cqr_rolling,0.8289473684210527,0.805511811023622,0.02343555739743064
xlstm,L,44,cqr_static,0.7973684210526316,0.7803149606299212,0.017053460422710387
xlstm,L,44,decay_ocp_cqr,0.8026315789473685,0.7968503937007874,0.005781185246581111
xlstm,L,44,dtaci_cqr,0.8447368421052631,0.8181102362204724,0.02662660588479071
xlstm,L,44,mondrian_cqr,0.8842105263157894,0.8535433070866142,0.030667219229175258
xlstm,L,44,native,0.8210526315789474,0.8165354330708662,0.004517198508081188
xlstm,L,44,pid_cqr,0.8368421052631579,0.8070866141732284,0.029755491089929587
xlstm,L,44,pid_local_cqr,0.8421052631578947,0.805511811023622,0.036593452134272675
xlstm,L,44,pid_tan_cqr,0.8315789473684211,0.8196850393700787,0.011893907998342335
xlstm,L,44,saocp_cqr,0.9131578947368421,0.8937007874015748,0.019457107335267287
xlstm,L,44,sfogd_cqr,0.8447368421052631,0.8086614173228347,0.03607542478242842
xlstm,L,44,spci_cqr,0.781578947368421,0.7614173228346457,0.020161624533775346
xlstm_const,G,42,aci_cqr,0.7868421052631579,0.8078740157480315,-0.021031910484873628
xlstm_const,G,42,agaci_cqr,0.8026315789473685,0.8118110236220473,-0.009179444674678794
xlstm_const,G,42,cqr_rolling,0.8,0.8188976377952756,-0.018897637795275535
xlstm_const,G,42,cqr_static,0.7894736842105263,0.8165354330708662,-0.02706174886033985
xlstm_const,G,42,decay_ocp_cqr,0.8342105263157895,0.8755905511811024,-0.04138002486531289
xlstm_const,G,42,dtaci_cqr,0.8105263157894737,0.8181102362204724,-0.0075839204309987585
xlstm_const,G,42,mondrian_cqr,0.868421052631579,0.8472440944881889,0.021176958143390046
xlstm_const,G,42,native,0.8657894736842106,0.9007874015748032,-0.03499792789059264
xlstm_const,G,42,pid_cqr,0.8131578947368421,0.8047244094488188,0.008433485288023235
xlstm_const,G,42,pid_local_cqr,0.8210526315789474,0.8086614173228347,0.01239121425611267
xlstm_const,G,42,pid_tan_cqr,0.7973684210526316,0.8149606299212598,-0.017592208868628223
