model,regime,seed,cp_method,cov_stressed,cov_all,stress_drop
lstm_const,G,44,pid_tan_cqr,0.8368421052631579,0.8196850393700787,0.017157065893079193
lstm_const,G,44,saocp_cqr,0.9263157894736842,0.931496062992126,-0.005180273518441747
lstm_const,G,44,sfogd_cqr,0.8368421052631579,0.8039370078740158,0.03290509738914216
lstm_const,G,44,spci_cqr,0.8078947368421052,0.7653543307086614,0.04254040613344379
lstm_const,GF,42,aci_cqr,0.8394736842105263,0.8133858267716535,0.026087857438872764
lstm_const,GF,42,agaci_cqr,0.8368421052631579,0.805511811023622,0.03133029423953593
lstm_const,GF,42,cqr_rolling,0.8473684210526315,0.8346456692913385,0.012722751761293005
lstm_const,GF,42,cqr_static,0.9078947368421053,0.9322834645669291,-0.02438872772482381
lstm_const,GF,42,decay_ocp_cqr,0.9,0.9212598425196851,-0.021259842519685046
lstm_const,GF,42,dtaci_cqr,0.8578947368421053,0.8228346456692913,0.035060091172813945
lstm_const,GF,42,mondrian_cqr,0.8947368421052632,0.8598425196850393,0.03489432242022383
