model,regime,seed,cp_method,regime_label,coverage,winkler,skill,skill_iqr,n_countries,regime_kind
lgbm_const,L,42,pid_tan_cqr,qe,0.828,0.6215253111751212,-0.16348399658705914,0.07648495166544295,10,calendar
lgbm_const,L,42,saocp_cqr,hiking,0.9173076923076923,0.3579788466618794,0.0038602464706982698,0.2912780546113256,10,calendar
lgbm_const,L,42,saocp_cqr,qe,0.8813333333333333,0.5904061025417542,-0.012123468956099837,0.07155829719530282,10,calendar
lgbm_const,L,42,sfogd_cqr,hiking,0.7980769230769231,0.3149139969368716,0.08243800552836633,0.3962670106650856,10,calendar
lgbm_const,L,42,sfogd_cqr,qe,0.8173333333333334,0.5671090022265621,-0.009884721098746385,0.09709761950703985,10,calendar
lgbm_const,L,42,spci_cqr,hiking,0.7461538461538462,0.28920259597417286,0.041194376429929125,0.6004262644103529,10,calendar
lgbm_const,L,42,spci_cqr,qe,0.8,0.5584881397422675,-0.015137420015263081,0.1090524904040596,10,calendar
lstm,G,42,aci_cqr,hiking,0.7865384615384615,0.3245988882973332,0.016301633558871986,0.3066564087308693,10,calendar
lstm,G,42,aci_cqr,qe,0.864,0.5557582641656041,0.04246318335618443,0.06510233777206767,10,calendar
lstm,G,42,agaci_cqr,hiking,0.7942307692307692,0.321956632100399,0.02347182648183843,0.34922676531885766,10,calendar
lstm,G,42,agaci_cqr,qe,0.844,0.5418762456847735,0.043613759019496046,0.05642643061256861,10,calendar
lstm,G,42,cqr_rolling,hiking,0.8057692307692308,0.3341013125081245,0.0213779130962527,0.25081573906807075,10,calendar
lstm,G,42,cqr_rolling,qe,0.876,0.5656524006770889,0.038239211539297435,0.0372473503567273,10,calendar
lstm,G,42,cqr_static,hiking,0.9673076923076923,0.7539934352309428,-0.3675504284131065,0.5396144930182333,10,calendar
lstm,G,42,cqr_static,qe,0.9266666666666666,0.7897624314016303,-0.02738276254340022,0.29056566032030856,10,calendar
lstm,G,42,decay_ocp_cqr,hiking,0.9615384615384616,0.5228511805906672,-0.1490017248269847,0.2015487239894303,10,calendar
lstm,G,42,decay_ocp_cqr,qe,0.9066666666666666,0.6503749173392965,-0.010989739366323081,0.1025462413968421,10,calendar
lstm,G,42,dtaci_cqr,hiking,0.7884615384615384,0.32208298434613547,0.03011863006761012,0.313265106784549,10,calendar
lstm,G,42,dtaci_cqr,qe,0.8626666666666667,0.5421576074538769,0.039759013205137694,0.0669678854588436,10,calendar
lstm,G,42,mondrian_cqr,hiking,0.8865384615384615,0.3313616650191408,0.0542283427689807,0.3445429748205975,10,calendar
lstm,G,42,mondrian_cqr,qe,0.8826666666666667,0.597593592891737,-0.058467807778394776,0.06079797246549096,10,calendar
lstm,G,42,native,hiking,0.9576923076923077,0.5682581883712456,-0.2591194901706354,0.11699291141420931,10,calendar
lstm,G,42,native,qe,0.9,0.6305370102493565,-0.03071516008586983,0.08294904037866793,10,calendar
lstm,G,42,pid_cqr,hiking,0.8038461538461539,0.3018725398649121,0.066540464677466,0.31834388830216925,10,calendar
lstm,G,42,pid_cqr,qe,0.8453333333333334,0.5416985271322649,0.030695984614867444,0.046660230431934485,10,calendar
lstm,G,42,pid_local_cqr,hiking,0.8288461538461539,0.3136315070854169,0.08805825822473407,0.3033744595101738,10,calendar
lstm,G,42,pid_local_cqr,qe,0.8413333333333334,0.5500179953519623,0.0114431455075939,0.010303814179531051,10,calendar
lstm,G,42,pid_tan_cqr,hiking,0.8442307692307692,0.35147392008160494,-0.05700302115945999,0.5177602717128059,10,calendar
lstm,G,42,pid_tan_cqr,qe,0.8573333333333333,0.6458316822822542,-0.17829974827121697,0.10225170051129767,10,calendar
lstm,G,42,saocp_cqr,hiking,0.9634615384615385,0.572999822771822,-0.2756773965406971,0.0932950814968116,10,calendar
lstm,G,42,saocp_cqr,qe,0.9226666666666666,0.6553058753556704,-0.05335981385366362,0.1102470768483122,10,calendar
lstm,G,42,sfogd_cqr,hiking,0.8,0.3254751302734109,0.03520453336871704,0.30892824464749774,10,calendar
