pool_mode,model,regime,seed,cp_method,country,n,coverage,cov_se_mbb,cov_first36,cov_rest,winkler,width,under_pen,over_pen,tail_asym,pinball,skill,mae_ratio,rmse_ratio,dir_acc,pt_stat,pt_p,crossed_cal_rate
rolling,lgbm,L,42,native,GR,127,0.8503937007874016,0.039987211128184014,0.75,0.8901098901098901,1.4641124027038832,1.025308237892014,0.3218482439494649,0.11695592086240442,0.8421052631578947,0.09095073798292946,0.17094427932962486,1.1306860764087325,1.111922532608455,0.5196850393700787,0.17561774119417983,0.86059426351898,0.0
rolling,lgbm,L,42,native,IE,127,0.9133858267716536,0.022854055426127416,0.9444444444444444,0.9010989010989011,0.27211702162021095,0.24582060150095744,0.01618892169561514,0.010107498423638374,0.7272727272727273,0.01800264118768216,0.3406835721443604,1.1280749541494075,1.1451095261616273,0.4881889763779528,-0.17621334745203232,0.8601263351150201,0.0
rolling,lgbm,L,42,native,IT,127,0.7559055118110236,0.047900611320870486,0.6111111111111112,0.8131868131868132,0.694512762901197,0.3635264688851555,0.11573309621146827,0.2152531978045732,0.41935483870967744,0.0452241396056709,-0.03559795903371077,1.0784925751366254,1.066211245339748,0.5354330708661418,0.587038259144754,0.5571780117385969,0.0
rolling,lgbm,L,42,native,NL,127,0.8188976377952756,0.03707028124272199,0.7777777777777778,0.8351648351648352,0.14990048605923528,0.0940388091677033,0.010158461163952472,0.045703215727579516,0.5652173913043478,0.009347803957649593,0.011764860386062725,0.9974591666138438,1.038895978795905,0.5984251968503937,1.085088362424785,0.277882521135715,0.0
rolling,lgbm,L,42,native,PT,127,0.8818897637795275,0.03313389784950398,0.8055555555555556,0.9120879120879121,0.5440189809577449,0.38510557666037143,0.045715532402525,0.11319787189484834,0.4666666666666667,0.03667439577398859,0.26497217377540083,1.156973832073752,1.1529640267162011,0.4409448818897638,-0.9441659961898252,0.34508482863533496,0.0
rolling,lgbm_const,G,42,native,AT,127,0.8503937007874016,0.033223676197521736,0.8055555555555556,0.8681318681318682,0.1595011558117842,0.11656169961729378,0.015225685775793966,0.027713770418696475,0.5263157894736842,0.010774769644911513,0.07966918997951877,1.0265445172906955,1.021205511241468,0.5905511811023622,1.4150799311566116,0.15704506162732246,0.0
rolling,lgbm_const,G,42,native,BE,127,0.8503937007874016,0.04059841933893069,0.7222222222222222,0.9010989010989011,0.19723702545159377,0.14545400160019958,0.02475036250449083,0.02703266134690336,0.5263157894736842,0.013652488143193725,0.09220017133379188,1.0765220596094076,1.0562438130092553,0.5590551181102362,0.8793328927935935,0.3792208062404181,0.0
rolling,lgbm_const,G,42,native,ES,127,0.889763779527559,0.03446012610128549,0.7777777777777778,0.9340659340659341,0.35909071379781393,0.3008125860098674,0.02740289143815551,0.030875236349791103,0.5,0.02303286591679793,0.09642845943797151,1.0586637822598954,1.0245753871745713,0.5511811023622047,0.8447247163366491,0.3982645562375755,0.0
rolling,lgbm_const,G,42,native,FI,127,0.7952755905511811,0.04306497009314227,0.8055555555555556,0.7912087912087912,0.1728609780413881,0.10039544709406253,0.01940386363019826,0.05306166731712731,0.38461538461538464,0.01126749944254291,0.02246238673172496,1.0140598822737346,1.0179175953624091,0.6535433070866141,2.7199258064721237,0.006529656531037764,0.0
rolling,lgbm_const,G,42,native,FR,127,0.7795275590551181,0.03539103103362104,0.7222222222222222,0.8021978021978022,0.19720682870639347,0.11499354796141639,0.02526332793863166,0.056949952806345364,0.42857142857142855,0.01323950354747468,0.011451674506344323,1.0499066254719538,1.0113638842414863,0.49606299212598426,0.00574752930157076,0.9954141603557041,0.0
