model,regime,seed,cp_method,median_skill,mean_skill,mean_coverage,mean_abs_gap,median_mae_ratio,n_countries,valid_country_share,validity_flag,seed_span
lgbm,GI,42,pid_local_cqr,0.04963192305857406,0.05591591834549814,0.8039370078740158,0.009291338582677144,1.0699379878423252,10,1.0,True,0.0
lstm,GF,42,pid_cqr,0.04952036292906242,0.05725877880786543,0.8291338582677165,0.029133858267716462,1.11059923106435,10,1.0,True,0.02768397179352139
lgbm,G,42,mondrian_cqr,0.049204060098216484,0.0311437677922324,0.8653543307086615,0.06535433070866137,1.0472634168958308,10,0.6,False,0.0
arma_monthly,L,42,aci_cqr,0.049120625898289194,0.0865756036168224,0.8023622047244094,0.018740157480314944,1.013710100950241,10,1.0,True,0.0
lstm,GI,44,pid_local_cqr,0.04908618324548125,0.07859648775915447,0.815748031496063,0.019212598425196802,1.0440338020144952,10,1.0,True,0.07817366732995895
tirex,ZS,42,mondrian_cqr,0.048705387127426725,0.06705805319184636,0.8661417322834646,0.06614173228346451,1.020220385317009,10,0.6,False,0.0
xlstm,L,42,pid_cqr,0.0485795751506522,0.03476720234715673,0.8110236220472441,0.011968503937007834,1.0731227171946855,10,1.0,True,0.07342701232073218
xlstm_const,L,44,agaci_cqr,0.04856157095519553,0.04676189288189074,0.8047244094488188,0.015433070866141717,1.0780731998877844,10,1.0,True,0.06838115490820607
lstm_const,L,43,cqr_rolling,0.04815635701101112,0.07357932555537036,0.8188976377952756,0.025511811023622,1.0595414992334111,10,1.0,True,0.04118729506073421
lstm,G,42,pid_cqr,0.048023389265849925,0.05880009894345738,0.8283464566929133,0.028346456692913313,1.0975025838268582,10,1.0,True,0.02071254994800964
lstm_const,GF,43,pid_local_cqr,0.04721739878774578,0.07071918768177167,0.8133858267716535,0.01433070866141728,1.0172830632198389,10,0.9,True,0.018432279957511177
arma,L,42,agaci_cqr,0.04721345525395709,0.0887280096158948,0.7937007874015748,0.01669291338582677,1.0173893383146013,10,1.0,True,0.0
lstm_const,L,43,pid_cqr,0.04653278885011447,0.07454244581315041,0.8118110236220473,0.012755905511810984,1.0595414992334111,10,1.0,True,0.02605305200382091
lstm_const,L,44,pid_local_cqr,0.04638592475046888,0.062419194118898624,0.8102362204724409,0.013070866141732251,1.0237310741933918,10,0.9,True,0.02894416351259127
lstm_const,GF,43,spci_cqr,0.046365820175709505,0.06771225912561118,0.7645669291338583,0.0376377952755906,1.0172830632198389,10,0.9,True,0.012716253177802783
tirex2,ZS,42,pid_local_cqr,0.04601311258758273,0.08047046536502381,0.8015748031496063,0.004409448818897621,0.9964555831295029,10,1.0,True,0.0
lstm_const,GF,44,sfogd_cqr,0.04572777851850873,0.06176598043283378,0.8062992125984252,0.008188976377952729,1.1152851783771938,10,0.9,True,0.030193961541327363
tirex,ZS,42,cqr_static,0.045102736185122894,0.12172327560204672,0.7354330708661417,0.09574803149606302,1.020220385317009,10,0.6,False,0.0
lstm,L,43,pid_cqr,0.04481472164867517,0.08782799082268707,0.8102362204724409,0.013700787401574765,1.0595414992334111,10,1.0,True,0.02973817066796114
xlstm_const,GF,43,dtaci_cqr,0.043711420820689906,0.053431450138301584,0.8204724409448818,0.029291338582677108,1.1278203698619054,10,1.0,True,0.03987132653650449
lgbm_const,L,42,aci_cqr,0.0434327057508308,0.06557604573472864,0.8188976377952756,0.026141732283464524,1.083689554279466,10,1.0,True,0.0
lstm_const,L,42,pid_local_cqr,0.0433925297309371,0.0454469856172273,0.815748031496063,0.015748031496062954,1.0670996780076687,10,0.9,True,0.02894416351259127
xlstm,L,42,native,0.043258726106558065,0.045074972615423335,0.7440944881889764,0.06031496062992129,1.0731227171946855,10,0.6,False,0.10224827486267452
lstm_const,L,43,spci_cqr,0.042674555458127705,0.03897282983834186,0.7645669291338583,0.035433070866141794,1.0595414992334111,10,0.9,True,0.06181841731728943
xlstm_const,L,44,dtaci_cqr,0.042403782972533666,0.047909340029136306,0.815748031496063,0.02330708661417318,1.0780731998877844,10,1.0,True,0.06252870557440426
lstm,L,42,pid_local_cqr,0.04172930052318741,0.06008844914396215,0.8086614173228346,0.013070866141732251,1.0670996780076687,10,0.9,True,0.016018885463369992
