model,regime,seed,cp_method,median_skill,mean_skill,mean_coverage,mean_abs_gap,median_mae_ratio,n_countries,valid_country_share,validity_flag,seed_span
lstm,G,42,dtaci_cqr,0.04170573288396445,0.045491619957803556,0.832283464566929,0.03228346456692908,1.0975025838268582,10,0.9,True,0.043121598662624716
lgbm,GI,42,spci_cqr,0.04161606459029071,0.03982807484363723,0.7606299212598425,0.03937007874015752,1.0699379878423252,10,1.0,True,0.0
lstm,G,43,dtaci_cqr,0.04154954217182999,0.04647408608363294,0.8409448818897637,0.04094488188976374,1.0036248741044753,10,0.9,True,0.043121598662624716
lstm,L,42,decay_ocp_cqr,0.04052863806241547,0.0740936681635084,0.8362204724409448,0.04692913385826768,1.0670996780076687,10,0.8,True,0.03147245760151374
lstm_const,G,44,sfogd_cqr,0.039590178703716616,0.05367695066579346,0.8039370078740158,0.005826771653543283,1.1163553998691171,10,0.8,True,0.021466455522983874
xlstm_const,L,42,pid_local_cqr,0.03943880561679841,0.05192849891696312,0.8173228346456692,0.01826771653543302,1.0731227171946855,10,0.8,True,0.06394161098961787
xlstm,L,42,decay_ocp_cqr,0.03919698034982522,0.029305434736152935,0.7850393700787401,0.07574803149606299,1.0731227171946855,10,0.4,False,0.0852784468953432
lgbm_const,L,42,pid_cqr,0.03815321362003532,0.07444195491118953,0.8188976377952756,0.018897637795275535,1.083689554279466,10,1.0,True,0.0
xlstm_const,L,44,pid_cqr,0.03730608242922462,0.05312568294891382,0.8133858267716535,0.01433070866141728,1.0780731998877844,10,1.0,True,0.05089625288317584
lstm,G,42,agaci_cqr,0.03727043927424595,0.050383174446168445,0.8236220472440945,0.02551181102362201,1.0975025838268582,10,0.8,True,0.036716761461066616
arma,L,42,cqr_rolling,0.03716301933629268,0.07532599836848088,0.8267716535433071,0.031811023622047206,1.0173893383146013,10,0.9,True,0.0
lstm,G,43,agaci_cqr,0.0369888622806086,0.04200867161671153,0.8236220472440945,0.024566929133858217,1.0036248741044753,10,1.0,True,0.036716761461066616
lstm,G,42,aci_cqr,0.03658633235366643,0.0385377270182648,0.832283464566929,0.032283464566929085,1.0975025838268582,10,0.9,True,0.04139604594352031
tirex2_cov,ZS,42,mondrian_cqr,0.03632132776402863,0.06978803934489766,0.8598425196850394,0.05984251968503933,1.0008348361219246,10,0.8,True,0.0
lstm,G,42,pid_local_cqr,0.0359813327532969,0.047992144698113026,0.8362204724409448,0.036220472440944826,1.0975025838268582,10,0.9,True,0.00941127822782295
lgbm,L,42,decay_ocp_cqr,0.035869098020692214,0.0944844901163682,0.8456692913385826,0.0674015748031496,1.083689554279466,10,0.6,False,0.0
lstm,GF,42,dtaci_cqr,0.03549744353811429,0.046488507872090815,0.8354330708661417,0.03543307086614169,1.11059923106435,10,0.9,True,0.041566927333285375
tirex2,ZS,42,mondrian_cqr,0.035406267906602784,0.07456630414829793,0.8559055118110237,0.05842519685039367,0.9964555831295029,10,0.9,True,0.0
lgbm_const,L,42,dtaci_cqr,0.035254160483102204,0.07381056024651139,0.8267716535433071,0.032440944881889734,1.083689554279466,10,1.0,True,0.0
xlstm,L,42,dtaci_cqr,0.035137453813969655,0.027015817720979374,0.8236220472440945,0.023622047244094425,1.0731227171946855,10,1.0,True,0.07892137156029999
lgbm_const,L,42,agaci_cqr,0.035055437105381115,0.07033570233679225,0.8086614173228346,0.018740157480314934,1.083689554279466,10,1.0,True,0.0
lstm_const,GF,42,sfogd_cqr,0.03460952955188812,0.05971843476762295,0.8039370078740158,0.008346456692913362,1.11059923106435,10,0.9,True,0.030193961541327363
lstm,G,43,aci_cqr,0.03448815674825251,0.038400485866387724,0.8377952755905511,0.03779527559055114,1.0036248741044753,10,0.8,True,0.04139604594352031
lgbm_const,L,42,cqr_rolling,0.03444923667881866,0.05813943078865409,0.8354330708661417,0.03952755905511808,1.083689554279466,10,0.9,True,0.0
lstm,L,43,dtaci_cqr,0.03440542221984405,0.07312403861675523,0.8181102362204724,0.02629921259842515,1.0595414992334111,10,1.0,True,0.04452867165122454
xlstm_const,GF,43,aci_cqr,0.03428644606340486,0.04267478017850285,0.8133858267716535,0.027874015748031444,1.1278203698619054,10,1.0,True,0.026226676194878284
lstm,G,43,cqr_rolling,0.03409085355696151,0.03610362537139422,0.8417322834645669,0.04582677165354326,1.0036248741044753,10,0.9,True,0.048199504683232086
lstm,GI,44,pid_cqr,0.03381758849443145,0.08346642270033697,0.8181102362204724,0.018110236220472385,1.0440338020144952,10,1.0,True,0.06025290693401669
xlstm,L,42,agaci_cqr,0.03314095258733318,0.0244399516637133,0.8118110236220473,0.023464566929133835,1.0731227171946855,10,1.0,True,0.08146870911343079
lstm,G,44,pid_cqr,0.03308559613323614,0.06988156344847639,0.8181102362204724,0.018110236220472385,1.1163553998691171,10,0.9,True,0.02071254994800964
lstm,GF,43,agaci_cqr,0.03307833502105473,0.042623105552073506,0.821259842519685,0.02472440944881884,1.0172830632198389,10,0.9,True,0.04255681634151054
lgbm_const,G,42,spci_cqr,0.03307696969002494,0.06350003040864935,0.7645669291338583,0.035433070866141794,1.0472634168958308,10,0.9,True,0.0
xlstm_const,L,44,cqr_rolling,0.03289062808592802,0.03491599257006402,0.8291338582677165,0.03259842519685037,1.0780731998877844,10,0.9,True,0.06836300021424668
lstm,GF,42,pid_local_cqr,0.03286712283553134,0.044690678527022965,0.8377952755905511,0.037795275590551125,1.11059923106435,10,1.0,True,0.01996203213137676
lstm,GF,43,aci_cqr,0.03260493166993955,0.040013376920036633,0.8377952755905511,0.037795275590551125,1.0172830632198389,10,0.7,True,0.04328235455475332
lstm,L,44,pid_cqr,0.03236335111084471,0.05380111560381171,0.8133858267716535,0.013385826771653498,1.0237310741933918,10,0.9,True,0.02973817066796114
lstm,G,42,spci_cqr,0.03234454982029927,0.021496949146301826,0.7913385826771654,0.029133858267716528,1.0975025838268582,10,1.0,True,0.05112850207593961
lgbm,G,42,saocp_cqr,0.032194234183660575,0.026446860860763467,0.9062992125984252,0.10629921259842516,1.0472634168958308,10,0.3,False,0.0
lstm,GF,43,dtaci_cqr,0.03206238131421396,0.04541868594703634,0.8433070866141732,0.04330708661417317,1.0172830632198389,10,0.8,True,0.041566927333285375
lgbm,L,42,pid_local_cqr,0.03131949237769782,0.07113294827040717,0.8118110236220473,0.012755905511810984,1.083689554279466,10,1.0,True,0.0
lgbm_const,G,42,saocp_cqr,0.030948371728963364,0.014377163501582324,0.905511811023622,0.10551181102362199,1.0472634168958308,10,0.3,False,0.0
xlstm,L,42,pid_local_cqr,0.03086025076438975,0.02267594860550052,0.8078740157480315,0.013228346456692885,1.0731227171946855,10,1.0,True,0.04302119625833406
rw,L,42,pid_local_cqr,0.030848961779947393,0.07535356387869083,0.8165354330708661,0.01653543307086609,1.0,10,1.0,True,0.0
lstm,GF,43,cqr_rolling,0.030683156728123606,0.03611894085192382,0.8433070866141732,0.04425196850393696,1.0172830632198389,10,0.8,True,0.051097728323324376
xlstm_const,GF,44,cqr_rolling,0.030423352438916307,0.07806692288331855,0.8362204724409448,0.0396850393700787,1.0837846971364307,10,0.9,True,0.02178877173869931
xlstm,L,42,aci_cqr,0.030395410461223626,0.023579073873748115,0.8149606299212598,0.02031496062992123,1.0731227171946855,10,0.9,True,0.11056437003642627
lstm,L,43,decay_ocp_cqr,0.03012598816784884,0.06934092507845646,0.8511811023622048,0.05937007874015745,1.0595414992334111,10,0.8,True,0.03147245760151374
lstm,GF,42,agaci_cqr,0.03005263794050378,0.05273557804926597,0.8283464566929133,0.03590551181102358,1.11059923106435,10,0.9,True,0.04255681634151054
lstm,GF,42,aci_cqr,0.029895640536600265,0.03728432479476893,0.8346456692913385,0.034645669291338534,1.11059923106435,10,0.9,True,0.04328235455475332
tirex,ZS,42,pid_local_cqr,0.029860918423399385,0.0638535399926938,0.7992125984251969,0.006141732283464552,1.020220385317009,10,0.9,True,0.0
xlstm,L,44,sfogd_cqr,0.029763790133212453,0.02697966719193141,0.8086614173228346,0.011496062992125956,1.0780731998877844,10,0.9,True,0.07052633890340682
lstm,GF,44,pid_cqr,0.029545101344863822,0.06620171157710378,0.8204724409448818,0.02047244094488183,1.1152851783771938,10,0.8,True,0.02768397179352139
xlstm,L,42,cqr_rolling,0.029523144739962037,0.02158081996061434,0.805511811023622,0.029763779527559032,1.0731227171946855,10,0.8,True,0.10131025166322283
xlstm_const,GF,43,agaci_cqr,0.029458019200998387,0.04962396635836377,0.8110236220472441,0.0185826771653543,1.1278203698619054,10,1.0,True,0.02355861046755109
xlstm_const,GF,44,agaci_cqr,0.029071457524330935,0.09042120319105196,0.8188976377952756,0.024566929133858217,1.0837846971364307,10,1.0,True,0.02355861046755109
lstm,L,43,pid_local_cqr,0.029047225544483468,0.05760693339824926,0.8110236220472441,0.014488188976377925,1.0595414992334111,10,0.9,True,0.016018885463369992
xlstm_const,L,42,native,0.028918935537914914,0.02434494791648504,0.8779527559055118,0.08456692913385824,1.0731227171946855,10,0.6,False,0.04461023659227026
lstm,L,43,sfogd_cqr,0.028684736955995882,0.03671604402782223,0.8094488188976378,0.010393700787401539,1.0595414992334111,10,0.7,True,0.015889128371228467
lstm_const,G,42,sfogd_cqr,0.027995564557966146,0.05664626838455981,0.805511811023622,0.00740157480314958,1.0975025838268582,10,1.0,True,0.021466455522983874
lstm,G,44,pid_local_cqr,0.02799185175684471,0.05685903813078511,0.815748031496063,0.016692913385826725,1.1163553998691171,10,1.0,True,0.00941127822782295
lgbm,L,42,sfogd_cqr,0.027807928945245697,0.05522286983736465,0.8031496062992126,0.0050393700787401356,1.083689554279466,10,1.0,True,0.0
lstm,GF,42,spci_cqr,0.02777369567602689,0.02561844819131235,0.7921259842519686,0.02771653543307089,1.11059923106435,10,1.0,True,0.06313244043844868
lstm,L,43,agaci_cqr,0.027347450932083572,0.06855553361216318,0.8110236220472441,0.017007874015747992,1.0595414992334111,10,1.0,True,0.04624118056848203
xlstm_const,L,44,pid_local_cqr,0.02709892435220035,0.031639085241845874,0.815748031496063,0.016692913385826725,1.0780731998877844,10,1.0,True,0.06394161098961787
lstm,G,43,spci_cqr,0.02690841833302815,0.03068047707564058,0.7803149606299213,0.025039370078740197,1.0036248741044753,10,1.0,True,0.05112850207593961
lstm,G,43,pid_local_cqr,0.026570054525473952,0.03518494477812091,0.8275590551181102,0.027559055118110177,1.0036248741044753,10,1.0,True,0.00941127822782295
xlstm_const,GF,44,dtaci_cqr,0.026442867303199558,0.08987157507319671,0.831496062992126,0.033385826771653485,1.0837846971364307,10,1.0,True,0.03987132653650449
lstm,L,44,pid_local_cqr,0.025710415059817415,0.04057917626759857,0.8133858267716535,0.01433070866141728,1.0237310741933918,10,0.9,True,0.016018885463369992
arma,L,42,spci_cqr,0.02542236819768512,0.052252759744009905,0.7559055118110236,0.04472440944881895,1.0173893383146013,10,0.9,True,0.0
arma_monthly,L,42,spci_cqr,0.02521887683790236,0.05353931129805274,0.7677165354330708,0.03228346456692919,1.013710100950241,10,1.0,True,0.0
lstm,G,42,cqr_rolling,0.024357911367275276,0.02639233534765124,0.8472440944881889,0.04724409448818891,1.0975025838268582,10,0.5,False,0.048199504683232086
xlstm_const,GF,44,aci_cqr,0.02435436962249332,0.08098624456042633,0.8244094488188976,0.03102362204724406,1.0837846971364307,10,1.0,True,0.026226676194878284
xlstm_const,L,43,spci_cqr,0.023881989497901213,0.020342406751491716,0.7661417322834645,0.033858267716535495,1.0869377614736582,10,1.0,True,0.07174465393727059
lstm,L,43,aci_cqr,0.023492029694725303,0.06386502828497818,0.8062992125984252,0.017007874015748003,1.0595414992334111,10,0.9,True,0.0498548100812633
xlstm_const,G,44,pid_cqr,0.023490907068110245,0.05675824466657932,0.8118110236220473,0.0118110236220472,1.0964259229338262,10,1.0,True,0.04248867738459189
lstm,L,43,cqr_rolling,0.023163413634432417,0.06420461832411317,0.8094488188976378,0.017637795275590517,1.0595414992334111,10,0.9,True,0.04691548166837367
lgbm,G,42,cqr_static,0.022913339101141073,0.038492029803477434,0.8622047244094488,0.1044094488188976,1.0472634168958308,10,0.4,False,0.0
lstm,GF,42,cqr_rolling,0.02248717407345524,0.026292084061777722,0.8472440944881889,0.04724409448818891,1.11059923106435,10,0.6,False,0.051097728323324376
lstm_const,L,42,sfogd_cqr,0.022476931973818004,0.02846914510096694,0.805511811023622,0.008976377952755877,1.0670996780076687,10,0.9,True,0.028706235947636327
xlstm_const,GF,44,pid_cqr,0.02170826129412401,0.08141005483972669,0.8149606299212598,0.015905511811023575,1.0837846971364307,10,0.9,True,0.017497136585284623
xlstm,L,44,pid_local_cqr,0.02126550065901317,0.045792663014386434,0.805511811023622,0.013070866141732262,1.0780731998877844,10,0.9,True,0.04302119625833406
lstm,G,44,sfogd_cqr,0.020761053979459654,0.02684217998205767,0.8102362204724409,0.010236220472440905,1.1163553998691171,10,0.9,True,0.02181524259731188
lstm,L,44,spci_cqr,0.020732731886657196,0.040896066016644216,0.778740157480315,0.02566929133858271,1.0237310741933918,10,1.0,True,0.046123712837060016
xlstm_const,GF,43,pid_cqr,0.02012477926232853,0.05228431881912991,0.8078740157480315,0.01133858267716532,1.1278203698619054,10,1.0,True,0.017497136585284623
xlstm_const,G,44,aci_cqr,0.019854524186998457,0.05684194862915196,0.8228346456692913,0.026929133858267663,1.0964259229338262,10,1.0,True,0.04436459001699644
lstm,GF,43,pid_local_cqr,0.019719723415628554,0.038827196415788225,0.8299212598425196,0.029921259842519633,1.0172830632198389,10,1.0,True,0.01996203213137676
rw,L,42,sfogd_cqr,0.01962050540507626,0.05068199495875024,0.8,0.004409448818897621,1.0,10,0.8,True,0.0
lgbm,GI,42,cqr_static,0.019612832424560134,0.019005883356809684,0.8291338582677165,0.08740157480314961,1.0699379878423252,10,0.6,False,0.0
xlstm_const,G,44,agaci_cqr,0.019386168568096218,0.06412970227806254,0.8173228346456692,0.024881889763779485,1.0964259229338262,10,1.0,True,0.041859284697716104
xlstm_const,G,44,dtaci_cqr,0.019322160000536215,0.06284998071082229,0.8307086614173228,0.03322834645669285,1.0964259229338262,10,1.0,True,0.04631959241542949
lstm,GF,43,mondrian_cqr,0.019188061304225013,0.008194631962424459,0.8685039370078741,0.06850393700787397,1.0172830632198389,10,0.7,True,0.0585895150361323
xlstm_const,G,44,cqr_rolling,0.018188436745480374,0.04891387862005712,0.8401574803149605,0.04110236220472435,1.0964259229338262,10,0.9,True,0.035020006813062166
lstm_const,G,43,sfogd_cqr,0.018123723180732743,0.04658294017542256,0.8031496062992126,0.005984251968503917,1.0036248741044753,10,0.9,True,0.021466455522983874
lstm,L,44,sfogd_cqr,0.017883778370848036,0.0224342893171277,0.8078740157480315,0.010708661417322806,1.0237310741933918,10,0.9,True,0.015889128371228467
lstm,GF,42,sfogd_cqr,0.017814883752599764,0.03217146577664021,0.8149606299212598,0.014960629921259794,1.11059923106435,10,1.0,True,0.010115985483167056
lstm,L,44,native,0.017811584236218314,0.027490923110832087,0.8645669291338584,0.065511811023622,1.0237310741933918,10,0.5,False,0.04283383640419158
xlstm_const,GF,43,cqr_rolling,0.0175584283442064,0.03609145202137769,0.8220472440944881,0.034015748031496026,1.1278203698619054,10,1.0,True,0.02178877173869931
lstm_const,L,43,pid_local_cqr,0.017441761237877607,0.038139487126737,0.8188976377952756,0.018897637795275535,1.0595414992334111,10,0.9,True,0.02894416351259127
lstm,GI,44,saocp_cqr,0.017333121058746626,0.03133850368605821,0.8472440944881889,0.0481889763779527,1.0440338020144952,10,0.7,True,0.3146077986771951
tirex2,ZS,42,sfogd_cqr,0.01722363455876763,0.05675696106888993,0.8007874015748031,0.007086614173228334,0.9964555831295029,10,0.8,True,0.0
lgbm,L,42,saocp_cqr,0.01695247548784473,0.04990587614952517,0.8905511811023622,0.09055118110236217,1.083689554279466,10,0.3,False,0.0
xlstm,L,42,spci_cqr,0.016652726073272173,0.008469256554960104,0.7700787401574802,0.03433070866141737,1.0731227171946855,10,0.8,True,0.058032342729143815
lgbm,L,42,cqr_static,0.01622784299320229,0.0019025463545062516,0.8669291338582678,0.11291338582677164,1.083689554279466,10,0.3,False,0.0
rw,L,42,mondrian_cqr,0.016174879816110987,0.03182293624327347,0.8606299212598426,0.06062992125984247,1.0,10,0.7,True,0.0
lstm,GI,44,dtaci_cqr,0.016164153230484313,0.06781978000207382,0.8440944881889763,0.04409448818897632,1.0440338020144952,10,0.9,True,0.04574763742856108
lgbm_const,L,42,native,0.015821442381226736,0.023516276964131742,0.8370078740157479,0.08236220472440943,1.083689554279466,10,0.5,False,0.0
lstm_const,GF,43,sfogd_cqr,0.01553381697718137,0.04421704231082072,0.8031496062992126,0.005984251968503917,1.0172830632198389,10,0.9,True,0.030193961541327363
tirex2_cov,ZS,42,saocp_cqr,0.015504722601912602,0.032915850100063204,0.8795275590551181,0.07952755905511807,1.0008348361219246,10,0.3,False,0.0
lstm,GI,44,sfogd_cqr,0.014437416255596913,0.05425978647267114,0.8149606299212598,0.014960629921259794,1.0440338020144952,10,0.9,True,0.05990639177061907
xlstm_const,L,43,pid_cqr,0.014422841629740002,0.05870246498007061,0.8141732283464567,0.015118110236220427,1.0869377614736582,10,1.0,True,0.05089625288317584
lstm_const,G,44,mondrian_cqr,0.014229355077342465,0.04605524204386402,0.8464566929133858,0.046456692913385764,1.1163553998691171,10,0.8,True,0.010504394981210363
lgbm,GI,42,sfogd_cqr,0.013950058697698775,0.03523193456022726,0.8015748031496063,0.0069291338582677,1.0699379878423252,10,0.9,True,0.0
xlstm_const,GF,43,spci_cqr,0.013456574458653225,0.004169053099573372,0.7440944881889764,0.05590551181102368,1.1278203698619054,10,0.8,True,0.031341261121373754
lstm,GF,44,pid_local_cqr,0.012905090704154576,0.04352163238034035,0.8173228346456692,0.01732283464566925,1.1152851783771938,10,1.0,True,0.01996203213137676
lgbm,GI,42,mondrian_cqr,0.012808440364736995,0.012207810354109427,0.8590551181102363,0.05905511811023617,1.0699379878423252,10,0.8,True,0.0
tirex2_cov,ZS,42,sfogd_cqr,0.012805904060056383,0.0495681772655176,0.8023622047244094,0.007716535433070848,1.0008348361219246,10,0.9,True,0.0
lstm,L,42,sfogd_cqr,0.012795608584767415,0.04584458364153767,0.8039370078740158,0.007716535433070848,1.0670996780076687,10,0.8,True,0.015889128371228467
xlstm_const,G,44,pid_local_cqr,0.012711138092849461,0.028816186408336976,0.8149606299212598,0.015905511811023575,1.0964259229338262,10,0.9,True,0.04784715610078866
lgbm_const,G,42,decay_ocp_cqr,0.012614802704285444,0.027275243279891594,0.8763779527559056,0.08299212598425194,1.0472634168958308,10,0.6,False,0.0
lstm,L,44,dtaci_cqr,0.012115934801570527,0.04320859857040852,0.8165354330708661,0.02251968503937004,1.0237310741933918,10,1.0,True,0.04452867165122454
tirex2,ZS,42,saocp_cqr,0.01200689458190124,0.030523499661984664,0.8937007874015748,0.09370078740157475,0.9964555831295029,10,0.3,False,0.0
lstm_const,G,42,mondrian_cqr,0.01015224008803961,0.0280770084989855,0.8590551181102363,0.05905511811023617,1.0975025838268582,10,0.8,True,0.010504394981210363
xlstm,GF,43,cqr_rolling,0.009839172878983338,0.0007819584151099624,0.7937007874015748,0.029921259842519664,1.1278203698619054,10,0.8,True,0.04668713801359409
lstm,L,43,spci_cqr,0.009587993590929822,0.0451047025260087,0.7818897637795276,0.02251968503937011,1.0595414992334111,10,1.0,True,0.046123712837060016
lstm,GF,44,sfogd_cqr,0.00957131042058973,0.02081149955549224,0.8110236220472441,0.011023622047244053,1.1152851783771938,10,0.8,True,0.010115985483167056
xlstm_const,L,43,native,0.009315716863682544,0.01226728729082266,0.8708661417322835,0.07999999999999999,1.0869377614736582,10,0.5,False,0.04461023659227026
lstm,L,44,cqr_rolling,0.009264638219749821,0.03651379061266167,0.8062992125984252,0.030551181102362192,1.0237310741933918,10,1.0,True,0.04691548166837367
lstm,L,44,decay_ocp_cqr,0.00905618046090173,0.04534913091102159,0.8307086614173228,0.04047244094488187,1.0237310741933918,10,0.9,True,0.03147245760151374
xlstm_const,GF,42,cqr_rolling,0.008634580700216998,-0.009198670458341662,0.8141732283464567,0.025511811023622034,1.1479893620025647,10,1.0,True,0.02178877173869931
xlstm,L,42,saocp_cqr,0.00850337887479502,-0.012446198883595327,0.8685039370078741,0.06850393700787397,1.0731227171946855,10,0.6,False,0.07558296220641181
xlstm_const,GF,44,pid_local_cqr,0.00841752345932767,0.05406065584522916,0.8133858267716535,0.01433070866141728,1.0837846971364307,10,1.0,True,0.030818105172977006
lstm_const,L,42,native,0.008093043836771785,0.013016559299583152,0.8913385826771654,0.0913385826771653,1.0670996780076687,10,0.5,False,0.00954572850925417
lstm,G,44,saocp_cqr,0.00806139495246716,0.006453501713008436,0.8535433070866143,0.054488188976377916,1.1163553998691171,10,0.6,False,0.2891561455583346
xlstm_const,GF,42,aci_cqr,0.008059769868526578,-0.005144708393936914,0.8078740157480315,0.02330708661417321,1.1479893620025647,10,1.0,True,0.026226676194878284
xlstm_const,GF,44,spci_cqr,0.007876379684714774,0.045681034827222314,0.7614173228346457,0.040787401574803185,1.0837846971364307,10,0.9,True,0.031341261121373754
lstm,GF,43,sfogd_cqr,0.007698898269432708,0.020317082385009178,0.8118110236220473,0.0118110236220472,1.0172830632198389,10,1.0,True,0.010115985483167056
lstm,L,44,agaci_cqr,0.007463953107785581,0.041013137404197895,0.8070866141732284,0.026614173228346437,1.0237310741933918,10,0.9,True,0.04624118056848203
lstm,GF,44,saocp_cqr,0.0069779985503894415,0.0031476705943547676,0.8519685039370077,0.05196850393700782,1.1152851783771938,10,0.6,False,0.2906177802832312
xlstm_const,L,42,sfogd_cqr,0.006782522171586258,0.02613944408107206,0.8118110236220473,0.012755905511810984,1.0731227171946855,10,0.8,True,0.056128651627526116
xlstm,L,44,spci_cqr,0.0066129920127822595,0.023425205414986737,0.7614173228346457,0.038582677165354386,1.0780731998877844,10,1.0,True,0.058032342729143815
lstm,G,42,mondrian_cqr,0.006427182620184602,-0.022767667310722627,0.8842519685039371,0.08425196850393696,1.0975025838268582,10,0.3,False,0.02908575984044859
xlstm,GF,43,aci_cqr,0.006407434708833926,0.0026369247866829927,0.794488188976378,0.02503937007874014,1.1278203698619054,10,0.8,True,0.04595788189379174
xlstm_const,GF,42,agaci_cqr,0.005899408733447298,0.0019438037793095165,0.8047244094488188,0.011023622047244075,1.1479893620025647,10,1.0,True,0.02355861046755109
lstm,G,43,mondrian_cqr,0.005842011547902093,0.0008611502818292483,0.858267716535433,0.058267716535433015,1.0036248741044753,10,0.8,True,0.02908575984044859
lstm_const,GF,43,mondrian_cqr,0.005801189236348647,0.03850657934244618,0.8433070866141732,0.043307086614173186,1.0172830632198389,10,1.0,True,0.014894639874995452
xlstm,GF,43,agaci_cqr,0.005231058948780176,0.014899964571942925,0.8007874015748031,0.023464566929133856,1.1278203698619054,10,1.0,True,0.03861227671504852
lstm_const,GF,44,mondrian_cqr,0.005068355249301604,0.029389473781280373,0.8566929133858266,0.056692913385826715,1.1152851783771938,10,0.6,False,0.014894639874995452
lstm_const,GF,42,native,0.004821752307332117,0.004176499901412489,0.905511811023622,0.10551181102362199,1.11059923106435,10,0.3,False,0.006730204903195369
lstm,GI,44,aci_cqr,0.004244552862126327,0.05484380210897046,0.8448818897637794,0.04488188976377947,1.0440338020144952,10,0.7,True,0.04628380323818926
xlstm_const,GF,42,pid_cqr,0.004211124708839387,0.005975242989796137,0.8078740157480315,0.009763779527559024,1.1479893620025647,10,1.0,True,0.017497136585284623
lstm_const,L,42,spci_cqr,0.004133524343848671,0.0354742792253742,0.7590551181102362,0.04094488188976384,1.0670996780076687,10,0.9,True,0.06181841731728943
xlstm_const,G,43,agaci_cqr,0.00390754975060259,0.020195116164746906,0.8125984251968503,0.017007874015747992,1.1851038792992916,10,1.0,True,0.041859284697716104
xlstm_const,GF,42,dtaci_cqr,0.0038400942841854135,-0.00046620127668544064,0.8149606299212598,0.02409448818897637,1.1479893620025647,10,1.0,True,0.03987132653650449
lstm_const,G,43,mondrian_cqr,0.0037249600961321017,0.029263352554504407,0.8566929133858269,0.05921259842519681,1.0036248741044753,10,0.8,True,0.010504394981210363
xlstm_const,GF,44,sfogd_cqr,0.0035791115813391117,0.026993045519537608,0.8039370078740158,0.006771653543307066,1.0837846971364307,10,1.0,True,0.039385726990201764
xlstm_const,G,43,pid_cqr,0.0034680816503853684,0.024473386951223985,0.8062992125984252,0.00913385826771651,1.1851038792992916,10,1.0,True,0.04248867738459189
lstm_const,G,42,native,0.0028495328184725555,0.00286781469511741,0.9086614173228347,0.10866141732283459,1.0975025838268582,10,0.3,False,0.003470053405042084
xlstm,GF,43,dtaci_cqr,0.0028399907707017946,0.012621656237025458,0.8070866141732284,0.02188976377952755,1.1278203698619054,10,0.9,True,0.031478709464229315
lstm,GI,44,cqr_rolling,0.002710822106588906,0.04476848522495621,0.8496062992125983,0.052125984251968446,1.0440338020144952,10,0.7,True,0.04497944207138893
lstm,GI,44,agaci_cqr,0.0026007252101744593,0.059907568080895826,0.8338582677165354,0.033858267716535384,1.0440338020144952,10,0.9,True,0.039818503524161664
lstm,G,43,sfogd_cqr,0.0023950027408128904,0.01414262087881657,0.8118110236220473,0.0118110236220472,1.0036248741044753,10,1.0,True,0.02181524259731188
xlstm_const,L,44,sfogd_cqr,0.0019972680791798814,0.009738077898854525,0.8086614173228346,0.00960629921259839,1.0780731998877844,10,1.0,True,0.056128651627526116
lstm_const,GF,44,native,0.0019937932685207826,0.008786511847565525,0.9110236220472441,0.11102362204724403,1.1152851783771938,10,0.3,False,0.006730204903195369
lgbm_const,G,42,mondrian_cqr,0.001947509823120419,0.01686735016077596,0.8519685039370077,0.05291338582677161,1.0472634168958308,10,0.7,True,0.0
xlstm,L,42,sfogd_cqr,0.001944695458355683,-0.002718722880914326,0.8078740157480315,0.009763779527559024,1.0731227171946855,10,0.9,True,0.07052633890340682
xlstm_const,G,43,dtaci_cqr,0.0013042884917144892,0.021780818684678394,0.8173228346456692,0.024881889763779495,1.1851038792992916,10,1.0,True,0.04631959241542949
lstm,G,44,agaci_cqr,0.0005536778131793318,0.04878064413840466,0.8291338582677165,0.029133858267716462,1.1163553998691171,10,0.9,True,0.036716761461066616
xlstm,GF,43,pid_cqr,0.00016979423600754773,0.0237402137009741,0.8078740157480315,0.012283464566929104,1.1278203698619054,10,1.0,True,0.0072312119803273345
lstm_const,G,44,native,2.490055166559646e-05,0.007450847290562002,0.9141732283464566,0.11417322834645663,1.1163553998691171,10,0.3,False,0.003470053405042084
rw,L,42,native,0.0,0.0,0.9086614173228347,0.10866141732283459,1.0,10,0.4,False,0.0
xlstm_const,L,44,spci_cqr,-4.4072978918674455e-05,-0.0006383571016577161,0.7740157480314961,0.02818897637795279,1.0780731998877844,10,1.0,True,0.07174465393727059
lstm,L,44,aci_cqr,-4.9127910094814986e-05,0.034662802418896355,0.8094488188976378,0.026771653543307072,1.0237310741933918,10,0.9,True,0.0498548100812633
lstm_const,G,43,native,-0.0006205205865695285,0.003077379119220769,0.9133858267716535,0.11338582677165347,1.0036248741044753,10,0.3,False,0.003470053405042084
xlstm,GF,43,spci_cqr,-0.0007898056363460637,0.01307238564995451,0.7590551181102362,0.04377952755905514,1.1278203698619054,10,0.9,True,0.04546369793039323
xlstm_const,L,43,dtaci_cqr,-0.0008726678538623633,0.061968034221661875,0.8196850393700787,0.02220472440944876,1.0869377614736582,10,0.9,True,0.06252870557440426
lstm,G,42,sfogd_cqr,-0.0010541886178522253,0.024887730575487443,0.8125984251968503,0.013543307086614132,1.0975025838268582,10,0.9,True,0.02181524259731188
xlstm_const,G,44,spci_cqr,-0.0011808544775243623,0.014570571849899905,0.7716535433070867,0.03181102362204726,1.0964259229338262,10,1.0,True,0.04783575305406751
