label,rq,a,b,median_dbar_norm,share_a_better,share_sig,median_p,t_panel,n_countries,median_q,share_sig_fdr
RQ2 xlstm/L (pid_cqr): adaptiv vs const,RQ2,xlstm/L/42/pid_cqr,xlstm_const/L/42/pid_cqr,0.0491215988421704,0.0,0.4,0.22376087196814165,3.002236701706218,10,0.49644733799051116,0.13333333333333333
RQ2 xlstm/L (pid_local_cqr): adaptiv vs const,RQ2,xlstm/L/42/pid_local_cqr,xlstm_const/L/42/pid_local_cqr,0.04193722280269602,0.3,0.2,0.30155182295104577,1.9032943663372095,10,0.5053542824342703,0.03333333333333333
RQ2 xlstm/L (pid_tan_cqr): adaptiv vs const,RQ2,xlstm/L/42/pid_tan_cqr,xlstm_const/L/42/pid_tan_cqr,0.05889958655677106,0.3,0.4,0.11019265424121161,2.0368589029556947,10,0.46885716731791094,0.23333333333333334
RQ2 xlstm/L (saocp_cqr): adaptiv vs const,RQ2,xlstm/L/42/saocp_cqr,xlstm_const/L/42/saocp_cqr,-0.016234030110787324,0.6,0.3,0.36936364083186646,-0.6873045624810868,10,0.5557829178860814,0.2
RQ2 xlstm/L (sfogd_cqr): adaptiv vs const,RQ2,xlstm/L/42/sfogd_cqr,xlstm_const/L/42/sfogd_cqr,0.032711561387306735,0.3,0.1,0.5150198187782525,1.732311497348506,10,0.6547723009765569,0.16666666666666666
RQ2 xlstm/L (spci_cqr): adaptiv vs const,RQ2,xlstm/L/42/spci_cqr,xlstm_const/L/42/spci_cqr,0.02091675635121462,0.1,0.3,0.6745603541429762,2.62100653968311,10,0.7912701467742389,0.2
RQ2 xlstm/L (aci_cqr): adaptiv vs const,RQ2,xlstm/L/43/aci_cqr,xlstm_const/L/43/aci_cqr,0.06154331776391526,0.1,0.4,0.2113471004798998,3.7056059084520085,10,0.47587717713367184,0.16666666666666666
RQ2 xlstm/L (agaci_cqr): adaptiv vs const,RQ2,xlstm/L/43/agaci_cqr,xlstm_const/L/43/agaci_cqr,0.03021432608758097,0.1,0.4,0.526663874486656,3.2311748787297425,10,0.5658511756194243,0.2
RQ2 xlstm/L (cqr_rolling): adaptiv vs const,RQ2,xlstm/L/43/cqr_rolling,xlstm_const/L/43/cqr_rolling,0.05361133308192903,0.1,0.4,0.342438304041941,2.95710225955735,10,0.5086765139497522,0.16666666666666666
RQ2 xlstm/L (cqr_static): adaptiv vs const,RQ2,xlstm/L/43/cqr_static,xlstm_const/L/43/cqr_static,-0.043217678377423546,0.7,0.7,0.022227394773613796,-3.0384023478347584,10,0.021727086781967265,0.6666666666666666
RQ2 xlstm/L (decay_ocp_cqr): adaptiv vs const,RQ2,xlstm/L/43/decay_ocp_cqr,xlstm_const/L/43/decay_ocp_cqr,-0.050021234108087696,0.8,0.3,0.21944594866834932,-1.2908478651709083,10,0.268958561102879,0.26666666666666666
RQ2 xlstm/L (dtaci_cqr): adaptiv vs const,RQ2,xlstm/L/43/dtaci_cqr,xlstm_const/L/43/dtaci_cqr,0.03770048258610867,0.2,0.3,0.3961852732196871,3.324620612548752,10,0.48517455258819076,0.23333333333333334
RQ2 xlstm/L (mondrian_cqr): adaptiv vs const,RQ2,xlstm/L/43/mondrian_cqr,xlstm_const/L/43/mondrian_cqr,0.012277516692590768,0.4,0.2,0.43017217643384376,0.8240448162864905,10,0.49896455050267796,0.13333333333333333
RQ2 xlstm/L (native): adaptiv vs const,RQ2,xlstm/L/43/native,xlstm_const/L/43/native,0.004552615205387814,0.5,0.2,0.2893914460192586,-0.16378737037612817,10,0.23048373190135407,0.3333333333333333
RQ2 xlstm/L (pid_cqr): adaptiv vs const,RQ2,xlstm/L/43/pid_cqr,xlstm_const/L/43/pid_cqr,0.04484750020585149,0.2,0.4,0.14396337537274806,3.0172018100977986,10,0.49644733799051116,0.13333333333333333
RQ2 xlstm/L (pid_local_cqr): adaptiv vs const,RQ2,xlstm/L/43/pid_local_cqr,xlstm_const/L/43/pid_local_cqr,0.030650732571688113,0.2,0.2,0.26435799665550674,1.3773963558772278,10,0.5053542824342703,0.03333333333333333
RQ2 xlstm/L (pid_tan_cqr): adaptiv vs const,RQ2,xlstm/L/43/pid_tan_cqr,xlstm_const/L/43/pid_tan_cqr,0.027780514138938724,0.3,0.3,0.30284363673106707,1.896138251245671,10,0.46885716731791094,0.23333333333333334
RQ2 xlstm/L (saocp_cqr): adaptiv vs const,RQ2,xlstm/L/43/saocp_cqr,xlstm_const/L/43/saocp_cqr,-0.0030009906758813394,0.6,0.3,0.4779004579751177,-0.5253219144207664,10,0.5557829178860814,0.2
RQ2 xlstm/L (sfogd_cqr): adaptiv vs const,RQ2,xlstm/L/43/sfogd_cqr,xlstm_const/L/43/sfogd_cqr,0.026688897646517457,0.3,0.6,0.06800458398755949,1.0318614412654201,10,0.6547723009765569,0.16666666666666666
RQ2 xlstm/L (spci_cqr): adaptiv vs const,RQ2,xlstm/L/43/spci_cqr,xlstm_const/L/43/spci_cqr,0.015044587633543447,0.4,0.4,0.3452292704356065,1.6786903269094804,10,0.7912701467742389,0.2
RQ2 xlstm/L (aci_cqr): adaptiv vs const,RQ2,xlstm/L/44/aci_cqr,xlstm_const/L/44/aci_cqr,-0.018337107160359273,0.7,0.1,0.473993488208599,-0.7741395459774462,10,0.47587717713367184,0.16666666666666666
