model,regime,seed,cp_method,median_sharpe,active_share,median_cap_ratio
lstm_const,GF,42,agaci_cqr,-0.09795024987362633,0.0031496062992125984,0.6296406281474005
lstm_const,GF,42,cqr_rolling,,0.0,0.6418543178653502
lstm_const,GF,42,cqr_static,,0.0,
lstm_const,GF,42,decay_ocp_cqr,,0.0,
lstm_const,GF,42,dtaci_cqr,-0.27010171250502485,0.0015748031496062992,0.6479012470113974
lstm_const,GF,42,mondrian_cqr,0.30738931174713596,0.0015748031496062992,
lstm_const,GF,42,native,,0.0,
lstm_const,GF,42,pid_cqr,-0.021691436049885375,0.010236220472440945,0.5837289778796253
lstm_const,GF,42,pid_local_cqr,-0.17120030002277237,0.014173228346456693,0.6322514859931634
lstm_const,GF,42,pid_tan_cqr,0.025709696092693985,0.02125984251968504,
lstm_const,GF,42,saocp_cqr,,0.0,
lstm_const,GF,42,sfogd_cqr,0.06739310059924765,0.01889763779527559,0.6249351204046598
lstm_const,GF,42,spci_cqr,0.007715774066136593,0.004724409448818898,0.6110171335441852
lstm_const,GF,43,aci_cqr,-0.20736379459388224,0.002362204724409449,0.5938786987495382
lstm_const,GF,43,agaci_cqr,0.1531552519792701,0.0031496062992125984,0.5908358366243329
lstm_const,GF,43,cqr_rolling,0.3073893117471359,0.0007874015748031496,0.6231098704520666
lstm_const,GF,43,cqr_static,-0.137449343062085,0.0015748031496062992,
lstm_const,GF,43,decay_ocp_cqr,,0.0,
lstm_const,GF,43,dtaci_cqr,-0.17255013935238558,0.002362204724409449,0.6077447437101746
lstm_const,GF,43,mondrian_cqr,-0.05941778214370602,0.0015748031496062992,0.7213206842992792
lstm_const,GF,43,native,,0.0,
lstm_const,GF,43,pid_cqr,0.3419247791927778,0.014960629921259844,0.5927827686669642
lstm_const,GF,43,pid_local_cqr,-0.06567235029979658,0.01653543307086614,0.6329688972678338
lstm_const,GF,43,pid_tan_cqr,0.26882590291990993,0.025984251968503937,
lstm_const,GF,43,saocp_cqr,,0.0,
lstm_const,GF,43,sfogd_cqr,0.4842696629035335,0.02125984251968504,0.6255560895979059
lstm_const,GF,43,spci_cqr,0.2804911181496191,0.010236220472440945,0.6050581630690505
lstm_const,GF,44,aci_cqr,,0.0,0.6103997853957879
lstm_const,GF,44,agaci_cqr,,0.0,0.6042098309503008
lstm_const,GF,44,cqr_rolling,,0.0,0.6303679977777266
lstm_const,GF,44,cqr_static,,0.0,
lstm_const,GF,44,decay_ocp_cqr,,0.0,
lstm_const,GF,44,dtaci_cqr,,0.0,0.6171917541579026
lstm_const,GF,44,mondrian_cqr,,0.0,
lstm_const,GF,44,native,,0.0,
lstm_const,GF,44,pid_cqr,0.2997148160658301,0.0031496062992125984,0.5830782869896369
lstm_const,GF,44,pid_local_cqr,-0.17320957469419312,0.011023622047244094,0.6299882271327304
lstm_const,GF,44,pid_tan_cqr,0.3073893117471359,0.012598425196850394,
lstm_const,GF,44,saocp_cqr,,0.0,
lstm_const,GF,44,sfogd_cqr,-0.13145500860555298,0.011811023622047244,0.6451682240031817
lstm_const,GF,44,spci_cqr,0.29076211005808106,0.005511811023622047,0.593373689247793
lstm_const,L,42,aci_cqr,-0.05277430775265618,0.006299212598425197,0.6491442716366824
lstm_const,L,42,agaci_cqr,-0.3102844182997489,0.011811023622047244,0.6303291550864518
lstm_const,L,42,cqr_rolling,0.3118165047689059,0.002362204724409449,0.6482752204630605
lstm_const,L,42,cqr_static,,0.0,
