model,regime,seed,cp_method,median_sharpe,active_share,median_cap_ratio
lstm_const,L,42,decay_ocp_cqr,,0.0,
lstm_const,L,42,dtaci_cqr,-0.30738931174713585,0.005511811023622047,0.641920558504708
lstm_const,L,42,mondrian_cqr,-0.29121235648125704,0.005511811023622047,0.7944462160796846
lstm_const,L,42,native,,0.0,
lstm_const,L,42,pid_cqr,0.21126327673211318,0.014960629921259844,0.6175698772789739
lstm_const,L,42,pid_local_cqr,0.0783651048275008,0.01968503937007874,0.6404672466003695
lstm_const,L,42,pid_tan_cqr,-0.08732728978177384,0.03464566929133858,0.7655366991108437
lstm_const,L,42,saocp_cqr,,0.0,
lstm_const,L,42,sfogd_cqr,-1.1102230246251565e-16,0.028346456692913385,0.6309717368308799
lstm_const,L,42,spci_cqr,-0.1586606321715997,0.025984251968503937,0.603680156047163
lstm_const,L,43,aci_cqr,-0.226047924604918,0.028346456692913385,0.6309377146941267
lstm_const,L,43,agaci_cqr,-0.2145918460658369,0.02047244094488189,0.6253321970120598
lstm_const,L,43,cqr_rolling,-0.05318886306839139,0.02125984251968504,0.6340022926100104
lstm_const,L,43,cqr_static,,0.0,
lstm_const,L,43,decay_ocp_cqr,,0.0,
lstm_const,L,43,dtaci_cqr,0.008053584933481931,0.02204724409448819,0.6344936344937752
lstm_const,L,43,mondrian_cqr,-0.1746978605635207,0.01732283464566929,
lstm_const,L,43,native,,0.0,
lstm_const,L,43,pid_cqr,0.20818866983642437,0.025196850393700787,0.616047460210712
lstm_const,L,43,pid_local_cqr,0.3315953312698302,0.015748031496062992,0.634716467641512
lstm_const,L,43,pid_tan_cqr,0.19899249777067995,0.04173228346456693,0.7785042880954447
lstm_const,L,43,saocp_cqr,,0.0,
lstm_const,L,43,sfogd_cqr,0.3148925114672593,0.028346456692913385,0.6568220274512497
lstm_const,L,43,spci_cqr,-0.024545613779498987,0.030708661417322834,0.6232872749066716
lstm_const,L,44,aci_cqr,0.17631109150515192,0.013385826771653541,0.6246840722260389
lstm_const,L,44,agaci_cqr,-0.1433481770435783,0.007086614173228346,0.636099587730425
lstm_const,L,44,cqr_rolling,0.30738931174713596,0.007086614173228346,0.6415243496747449
lstm_const,L,44,cqr_static,,0.0,
lstm_const,L,44,decay_ocp_cqr,,0.0,
lstm_const,L,44,dtaci_cqr,0.2658192163108297,0.008661417322834646,0.6520337184025089
lstm_const,L,44,mondrian_cqr,-0.11126420971486635,0.011811023622047244,0.7813152671631602
lstm_const,L,44,native,,0.0,
lstm_const,L,44,pid_cqr,-0.15121983656963778,0.012598425196850394,0.6286565747336524
lstm_const,L,44,pid_local_cqr,0.015025025750034868,0.029921259842519688,0.6400214007647391
lstm_const,L,44,pid_tan_cqr,-0.28691992267804795,0.04173228346456693,0.7975700588883978
lstm_const,L,44,saocp_cqr,,0.0,
lstm_const,L,44,sfogd_cqr,0.36099290043987387,0.030708661417322834,0.6700958526520617
lstm_const,L,44,spci_cqr,-0.3624369936308991,0.01811023622047244,0.6312568833375727
rw,L,42,aci_cqr,,0.0,0.634832746054053
rw,L,42,agaci_cqr,,0.0,0.6180549238323352
rw,L,42,cqr_rolling,,0.0,0.6385093267297772
rw,L,42,cqr_static,,0.0,
rw,L,42,decay_ocp_cqr,,0.0,
rw,L,42,dtaci_cqr,,0.0,0.6346316393342808
rw,L,42,mondrian_cqr,,0.0,0.8057466237680807
rw,L,42,native,,0.0,
rw,L,42,pid_cqr,,0.006299212598425197,0.5819662155249807
rw,L,42,pid_local_cqr,,0.008661417322834646,0.632663575437274
rw,L,42,pid_tan_cqr,,0.015748031496062992,
rw,L,42,saocp_cqr,,0.0,
rw,L,42,sfogd_cqr,,0.02204724409448819,0.6510072354137457
rw,L,42,spci_cqr,,0.0007874015748031496,0.5992255256764778
tirex,ZS,42,aci_cqr,-0.3073893117471361,0.007086614173228346,0.6362818815670358
tirex,ZS,42,agaci_cqr,-0.30738931174713574,0.006299212598425197,0.6159427103434435
tirex,ZS,42,cqr_rolling,-0.3073893117471361,0.007086614173228346,0.614180190109893
tirex,ZS,42,cqr_static,-0.024271407654656227,0.030708661417322834,
tirex,ZS,42,decay_ocp_cqr,0.30738931174713585,0.010236220472440945,0.5654521837134996
tirex,ZS,42,dtaci_cqr,-0.3073893117471358,0.005511811023622047,0.6471689986783127
tirex,ZS,42,mondrian_cqr,0.08794002302945161,0.003937007874015748,
tirex,ZS,42,native,0.06816568817351296,0.003937007874015748,0.619430785558145
tirex,ZS,42,pid_cqr,0.307389311747136,0.013385826771653541,0.6261372060312832
tirex,ZS,42,pid_local_cqr,0.3073893117471361,0.01811023622047244,0.6457811138713694
tirex,ZS,42,pid_tan_cqr,0.2832590765656925,0.04094488188976378,0.7511323505927336
tirex,ZS,42,saocp_cqr,0.307389311747136,0.0007874015748031496,
tirex,ZS,42,sfogd_cqr,-0.14770056487683222,0.025984251968503937,0.6667318344018873
tirex,ZS,42,spci_cqr,0.0911994868994042,0.02283464566929134,0.6058827105159029
tirex2,ZS,42,aci_cqr,-0.27621895669862806,0.007874015748031496,0.6271284217259552
tirex2,ZS,42,agaci_cqr,0.11392162508057144,0.007086614173228346,0.6193550979798904
tirex2,ZS,42,cqr_rolling,-0.27621895669862806,0.007874015748031496,0.6195412145597314
tirex2,ZS,42,cqr_static,0.15529486577536689,0.01889763779527559,0.5509407690652591
tirex2,ZS,42,decay_ocp_cqr,0.2909938797209267,0.008661417322834646,0.5731183483910984
tirex2,ZS,42,dtaci_cqr,-0.18004872153108317,0.007874015748031496,0.6324605047865923
tirex2,ZS,42,mondrian_cqr,0.2829209841886673,0.0015748031496062992,0.7461288661764693
tirex2,ZS,42,native,0.2906914470290736,0.0015748031496062992,0.6358616059244555
tirex2,ZS,42,pid_cqr,-0.03488888435895737,0.013385826771653541,0.6411757706184451
tirex2,ZS,42,pid_local_cqr,0.24444927254404136,0.01811023622047244,0.6479998044418124
tirex2,ZS,42,pid_tan_cqr,-0.07480906013241435,0.029921259842519688,
tirex2,ZS,42,saocp_cqr,0.3073893117471358,0.0007874015748031496,
tirex2,ZS,42,sfogd_cqr,-0.08764563018123302,0.025196850393700787,0.6494908993038984
tirex2,ZS,42,spci_cqr,0.22612140175949252,0.02047244094488189,0.6011667823547564
tirex2_cov,ZS,42,aci_cqr,-0.307389311747136,0.003937007874015748,0.6281229148746925
tirex2_cov,ZS,42,agaci_cqr,-0.307389311747136,0.003937007874015748,0.619861772404104
tirex2_cov,ZS,42,cqr_rolling,-0.039776592430275676,0.0031496062992125984,0.6210731029883592
tirex2_cov,ZS,42,cqr_static,0.3098186532098378,0.0031496062992125984,0.5522721546011444
tirex2_cov,ZS,42,decay_ocp_cqr,0.28654576686892386,0.005511811023622047,0.5701127871507938
tirex2_cov,ZS,42,dtaci_cqr,-0.307389311747136,0.003937007874015748,0.6350549244116614
tirex2_cov,ZS,42,mondrian_cqr,0.27757912528070305,0.0015748031496062992,0.7736069498999268
tirex2_cov,ZS,42,native,0.2918675333307998,0.0015748031496062992,0.6092969240030907
tirex2_cov,ZS,42,pid_cqr,-0.04153874222795312,0.012598425196850394,0.6088175418141777
tirex2_cov,ZS,42,pid_local_cqr,0.22236566248253087,0.01811023622047244,0.6453128975525413
tirex2_cov,ZS,42,pid_tan_cqr,-0.017469640219108688,0.026771653543307083,
tirex2_cov,ZS,42,saocp_cqr,0.307389311747136,0.0007874015748031496,
tirex2_cov,ZS,42,sfogd_cqr,-0.05245301594722389,0.01811023622047244,0.6767272024692707
tirex2_cov,ZS,42,spci_cqr,0.1411258441306239,0.01732283464566929,0.5924277495890189
xlstm,G,42,aci_cqr,0.33552197672968037,0.03937007874015748,0.670175752477768
xlstm,G,42,agaci_cqr,0.30738931174713596,0.029133858267716535,0.6951225503134091
xlstm,G,42,cqr_rolling,0.30703328386335876,0.03543307086614173,0.6848808851516084
xlstm,G,42,cqr_static,-0.2055580297721724,0.08661417322834646,
xlstm,G,42,decay_ocp_cqr,0.05320467305171414,0.013385826771653541,0.6700996292729391
xlstm,G,42,dtaci_cqr,0.30738931174713585,0.029133858267716535,0.6932132016915816
xlstm,G,42,mondrian_cqr,0.3073893117471359,0.02204724409448819,0.816672866401261
xlstm,G,42,native,-0.07760244778843714,0.007086614173228346,
xlstm,G,42,pid_cqr,0.23150709249159707,0.03464566929133858,0.647571763984233
xlstm,G,42,pid_local_cqr,-0.12464363065876262,0.03307086614173228,0.6394695733714697
xlstm,G,42,pid_tan_cqr,-0.15180178901198002,0.048818897637795275,
xlstm,G,42,saocp_cqr,0.015433342670235328,0.0031496062992125984,
xlstm,G,42,sfogd_cqr,-0.1342975340643171,0.03858267716535433,0.7092555300466542
xlstm,G,42,spci_cqr,-0.011013288911541309,0.05748031496062992,0.6720833804172085
xlstm,G,43,aci_cqr,0.29072925327024224,0.08346456692913387,0.6760215481921126
xlstm,G,43,agaci_cqr,0.3067631828348317,0.06377952755905511,0.6882476193985351
xlstm,G,43,cqr_rolling,0.29072925327024224,0.08425196850393701,0.6914070336650702
xlstm,G,43,cqr_static,0.2786283257203628,0.024409448818897637,
xlstm,G,43,decay_ocp_cqr,0.29681963885091583,0.028346456692913385,
xlstm,G,43,dtaci_cqr,0.3304687888402794,0.07007874015748031,0.6904155551203555
xlstm,G,43,mondrian_cqr,0.3019737885236121,0.03937007874015748,0.8263629401924535
xlstm,G,43,native,0.3024009547005601,0.003937007874015748,
xlstm,G,43,pid_cqr,0.3021574936219658,0.049606299212598425,0.6511121137121744
xlstm,G,43,pid_local_cqr,0.21367359534908298,0.07007874015748032,0.6949375022341777
xlstm,G,43,pid_tan_cqr,0.2008205772420444,0.0779527559055118,0.8247710468285179
xlstm,G,43,saocp_cqr,-1.1102230246251565e-16,0.0015748031496062992,
xlstm,G,43,sfogd_cqr,0.2849852506575433,0.06377952755905511,0.691633106417983
xlstm,G,43,spci_cqr,0.3359041438584872,0.08740157480314961,0.6573601644489009
xlstm,G,44,aci_cqr,0.09289537478299596,0.046456692913385826,
xlstm,G,44,agaci_cqr,0.15412021540866327,0.04409448818897638,0.72838141852632
xlstm,G,44,cqr_rolling,0.15740509233368138,0.046456692913385826,
xlstm,G,44,cqr_static,0.06198495424122004,0.07716535433070866,
xlstm,G,44,decay_ocp_cqr,-0.001876460674169642,0.028346456692913392,
xlstm,G,44,dtaci_cqr,0.0897580141778767,0.03700787401574803,0.7189703734413966
xlstm,G,44,mondrian_cqr,0.1425615708338456,0.015748031496062992,
xlstm,G,44,native,-8.326672684688674e-17,0.0015748031496062992,
xlstm,G,44,pid_cqr,0.30738931174713596,0.03937007874015748,0.6994732234555565
xlstm,G,44,pid_local_cqr,0.3079383511826407,0.03622047244094488,0.7229368302052108
xlstm,G,44,pid_tan_cqr,0.21659654947326393,0.052755905511811016,
xlstm,G,44,saocp_cqr,-0.30738931174713613,0.0007874015748031496,
xlstm,G,44,sfogd_cqr,0.2493058498494018,0.04566929133858268,0.7566187478804629
xlstm,G,44,spci_cqr,0.34277198216086013,0.06614173228346457,0.6510295795279124
xlstm,GF,42,aci_cqr,0.36084148931208143,0.03858267716535433,0.68171735354006
xlstm,GF,42,agaci_cqr,0.23939298968347256,0.029133858267716535,0.6835295375546561
xlstm,GF,42,cqr_rolling,0.32308136787329594,0.03543307086614174,0.6816054737606512
xlstm,GF,42,cqr_static,0.0098393227458956,0.08267716535433071,
xlstm,GF,42,decay_ocp_cqr,0.13093885435586508,0.011023622047244094,0.6723113936372715
xlstm,GF,42,dtaci_cqr,0.3235925692326036,0.029921259842519688,0.6920053461287168
xlstm,GF,42,mondrian_cqr,-0.26984385327960925,0.01811023622047244,0.8002936388939292
xlstm,GF,42,native,0.11751010668262382,0.005511811023622047,
xlstm,GF,42,pid_cqr,0.18093376032988956,0.031496062992125984,0.6394736079259467
xlstm,GF,42,pid_local_cqr,0.19718673299292216,0.03622047244094488,0.6679673011205675
xlstm,GF,42,pid_tan_cqr,0.12705485325694596,0.051181102362204724,
xlstm,GF,42,saocp_cqr,,0.0,
xlstm,GF,42,sfogd_cqr,0.03191446950094769,0.03779527559055118,0.6940652103825278
xlstm,GF,42,spci_cqr,-0.08210129994103868,0.06614173228346457,0.6504658816056317
xlstm,GF,43,aci_cqr,0.10869061515491077,0.07952755905511812,0.6548496038046635
xlstm,GF,43,agaci_cqr,0.1584934366623406,0.060629921259842526,0.6546746082092942
xlstm,GF,43,cqr_rolling,0.12488514333150282,0.07952755905511812,0.6660421475466347
xlstm,GF,43,cqr_static,0.2100538908460617,0.029133858267716535,
xlstm,GF,43,decay_ocp_cqr,0.2559337797212807,0.028346456692913385,
xlstm,GF,43,dtaci_cqr,0.26352893881932554,0.06299212598425197,0.669393647208066
xlstm,GF,43,mondrian_cqr,-0.07981189763549605,0.03622047244094488,0.7946411115715935
xlstm,GF,43,native,0.29721233668828684,0.0015748031496062992,
xlstm,GF,43,pid_cqr,0.2932732651970873,0.047244094488188976,0.6368703546560863
xlstm,GF,43,pid_local_cqr,0.04919889385204024,0.06220472440944882,0.7017270733898422
xlstm,GF,43,pid_tan_cqr,0.33060693160932686,0.06929133858267716,
xlstm,GF,43,saocp_cqr,,0.0,
xlstm,GF,43,sfogd_cqr,0.23189941718266094,0.06692913385826772,0.7049683089151662
xlstm,GF,43,spci_cqr,0.21989932916098323,0.08503937007874016,0.6268284123456791
xlstm,GF,44,aci_cqr,0.3073893117471359,0.046456692913385826,0.7266067082034284
xlstm,GF,44,agaci_cqr,0.2912904252665804,0.04094488188976378,0.7154013416153625
xlstm,GF,44,cqr_rolling,0.3004103315480482,0.04803149606299213,0.7268562285825889
xlstm,GF,44,cqr_static,0.3073893117471359,0.0763779527559055,
xlstm,GF,44,decay_ocp_cqr,0.30738931174713596,0.025196850393700787,
xlstm,GF,44,dtaci_cqr,0.2920050874071497,0.03937007874015748,0.7261165871712856
xlstm,GF,44,mondrian_cqr,-0.27115164864476243,0.014173228346456693,
xlstm,GF,44,native,0.3073893117471359,0.0015748031496062992,
xlstm,GF,44,pid_cqr,0.26315874121034477,0.046456692913385826,0.6816112938844914
xlstm,GF,44,pid_local_cqr,0.307389311747136,0.03385826771653543,0.7349236220162556
xlstm,GF,44,pid_tan_cqr,0.2974312989001072,0.04566929133858268,
xlstm,GF,44,saocp_cqr,0.30738931174713596,0.0007874015748031496,
xlstm,GF,44,sfogd_cqr,0.3485125710045301,0.04566929133858268,0.7215914258274874
xlstm,GF,44,spci_cqr,0.3073893117471361,0.05590551181102362,0.6433183186164089
xlstm,GI,42,aci_cqr,0.05495370992949348,0.03307086614173228,0.7049808424022318
xlstm,GI,42,agaci_cqr,0.09231043992032495,0.03464566929133858,0.7176936618336276
xlstm,GI,42,cqr_rolling,0.14694011000162416,0.030708661417322834,0.7207338179719964
xlstm,GI,42,cqr_static,0.21057818907567652,0.05905511811023623,
xlstm,GI,42,decay_ocp_cqr,-0.2725992585287841,0.007874015748031496,
xlstm,GI,42,dtaci_cqr,0.014010508174489792,0.03385826771653543,0.7202704912006398
xlstm,GI,42,mondrian_cqr,-0.047844681870563566,0.02047244094488189,
xlstm,GI,42,native,-0.08727899164806852,0.009448818897637795,0.7560974194698752
xlstm,GI,42,pid_cqr,0.0353627069874616,0.03464566929133858,0.7065514620347108
xlstm,GI,42,pid_local_cqr,0.024432687683189232,0.04015748031496063,0.7169015112475999
xlstm,GI,42,pid_tan_cqr,0.2823296895948407,0.07480314960629922,
xlstm,GI,42,saocp_cqr,,0.0,
xlstm,GI,42,sfogd_cqr,-0.13322881865111338,0.04566929133858268,0.7233116500315195
xlstm,GI,42,spci_cqr,0.22980627845520263,0.060629921259842526,0.6857556041474591
xlstm,GI,43,aci_cqr,-0.0005414237772369476,0.08503937007874016,
xlstm,GI,43,agaci_cqr,-0.11457435719129602,0.07716535433070866,
xlstm,GI,43,cqr_rolling,-0.14980037041574654,0.07716535433070867,
xlstm,GI,43,cqr_static,0.35862502229801907,0.012598425196850394,
xlstm,GI,43,decay_ocp_cqr,0.307389311747136,0.024409448818897637,
xlstm,GI,43,dtaci_cqr,-0.0344484157601838,0.07244094488188976,0.7433363688666614
xlstm,GI,43,mondrian_cqr,0.06275595741167889,0.03858267716535433,0.853261446888915
xlstm,GI,43,native,0.3024009547005601,0.006299212598425197,
xlstm,GI,43,pid_cqr,-0.1731729530089703,0.05905511811023623,0.6889617847451406
xlstm,GI,43,pid_local_cqr,0.05744978311248922,0.050393700787401574,0.7611729273196657
xlstm,GI,43,pid_tan_cqr,0.20821896388376862,0.07165354330708662,
xlstm,GI,43,saocp_cqr,1.1102230246251565e-16,0.0015748031496062992,
xlstm,GI,43,sfogd_cqr,0.06866748565006749,0.07874015748031496,0.7322107106877827
xlstm,GI,43,spci_cqr,-0.1546523958025907,0.09370078740157481,0.7039004582076718
xlstm,GI,44,aci_cqr,0.35167900603661073,0.05590551181102362,0.7912028286809434
xlstm,GI,44,agaci_cqr,0.44630915863392423,0.052755905511811016,0.7964596025940436
xlstm,GI,44,cqr_rolling,0.40418657168718564,0.050393700787401574,
xlstm,GI,44,cqr_static,0.06518602684616101,0.10866141732283466,
xlstm,GI,44,decay_ocp_cqr,0.34271332486559636,0.03464566929133858,
xlstm,GI,44,dtaci_cqr,0.42878537095388025,0.04566929133858268,0.79824728312593
xlstm,GI,44,mondrian_cqr,0.06535343065773233,0.02204724409448819,
xlstm,GI,44,native,0.11626435613625026,0.013385826771653541,
xlstm,GI,44,pid_cqr,0.3103292477706613,0.03858267716535433,0.7459649667544019
xlstm,GI,44,pid_local_cqr,0.2609711608251125,0.046456692913385826,0.7898536694234441
xlstm,GI,44,pid_tan_cqr,0.178834380217058,0.05590551181102362,
xlstm,GI,44,saocp_cqr,-0.08129766608036418,0.004724409448818898,
xlstm,GI,44,sfogd_cqr,0.2709109267972856,0.05433070866141733,0.8065833273597717
xlstm,GI,44,spci_cqr,0.31497267222146386,0.06850393700787402,0.7472841342758875
xlstm,L,42,aci_cqr,0.17020980986364354,0.027559055118110236,0.7054945298384419
xlstm,L,42,agaci_cqr,0.06634657513967977,0.02283464566929134,0.684826123908802
xlstm,L,42,cqr_rolling,0.307389311747136,0.026771653543307083,0.6822944813073739
xlstm,L,42,cqr_static,0.4308061482393204,0.06850393700787402,
xlstm,L,42,decay_ocp_cqr,0.2632371685271314,0.03700787401574803,
xlstm,L,42,dtaci_cqr,0.14925230250891391,0.02204724409448819,0.7052898721074263
xlstm,L,42,mondrian_cqr,0.027109577182413584,0.005511811023622047,
xlstm,L,42,native,0.2944520403999553,0.049606299212598425,
xlstm,L,42,pid_cqr,0.046122959294311594,0.026771653543307083,0.655260270385675
xlstm,L,42,pid_local_cqr,-0.16589637042928312,0.03622047244094488,0.6833669164813537
xlstm,L,42,pid_tan_cqr,-0.2607449534579741,0.04015748031496063,
xlstm,L,42,saocp_cqr,0.21069413236726314,0.008661417322834646,
xlstm,L,42,sfogd_cqr,0.136960556203931,0.03622047244094488,0.6888411882423597
xlstm,L,42,spci_cqr,0.10422311677518033,0.05433070866141733,0.6471420100472138
xlstm,L,43,aci_cqr,0.3064415203034675,0.027559055118110236,0.7079365245036375
xlstm,L,43,agaci_cqr,0.3678875895113589,0.01889763779527559,0.691056750693908
xlstm,L,43,cqr_rolling,0.3697098017593088,0.02283464566929134,0.6742270521336906
xlstm,L,43,cqr_static,0.3073893117471359,0.010236220472440945,
xlstm,L,43,decay_ocp_cqr,0.3476301193098486,0.01653543307086614,0.6093837215009414
xlstm,L,43,dtaci_cqr,0.42594175909580045,0.01732283464566929,0.7027000330659561
xlstm,L,43,mondrian_cqr,0.2919879787584517,0.008661417322834646,
xlstm,L,43,native,0.39685100896399816,0.025196850393700787,
xlstm,L,43,pid_cqr,0.18616653949145545,0.03307086614173228,0.6371991759075535
xlstm,L,43,pid_local_cqr,0.3228172935835625,0.048031496062992125,0.673650878810448
xlstm,L,43,pid_tan_cqr,0.1589116981816895,0.049606299212598425,0.7864503383236541
xlstm,L,43,saocp_cqr,0.3426695438075785,0.007086614173228346,
xlstm,L,43,sfogd_cqr,0.3558841003697874,0.04488188976377953,0.6996210775049947
xlstm,L,43,spci_cqr,0.3014722010122671,0.046456692913385826,0.6557654790127672
xlstm,L,44,aci_cqr,0.2841285267648461,0.03543307086614173,0.6884592662387841
xlstm,L,44,agaci_cqr,0.3030084827638304,0.02283464566929134,0.6753950963231468
xlstm,L,44,cqr_rolling,0.3058604289362159,0.03622047244094488,0.6710662954846578
xlstm,L,44,cqr_static,0.055994615141064644,0.051181102362204724,
xlstm,L,44,decay_ocp_cqr,0.26277621318045885,0.023622047244094488,
xlstm,L,44,dtaci_cqr,0.3098391421424226,0.023622047244094488,0.6896868724717257
xlstm,L,44,mondrian_cqr,0.3568031752242381,0.012598425196850394,0.8056858542731845
xlstm,L,44,native,0.19016183580986684,0.02677165354330709,0.639104913947474
xlstm,L,44,pid_cqr,0.3227351147860976,0.02283464566929134,0.6387440271309348
xlstm,L,44,pid_local_cqr,-0.2084350471362854,0.03543307086614173,0.6795908627837272
xlstm,L,44,pid_tan_cqr,0.1999295804184037,0.04251968503937008,
xlstm,L,44,saocp_cqr,0.009632689322989009,0.011023622047244094,
xlstm,L,44,sfogd_cqr,0.2313595391930168,0.03385826771653543,0.7320583377498405
xlstm,L,44,spci_cqr,0.28980943496579886,0.04488188976377953,0.638111180912976
xlstm_const,G,42,aci_cqr,0.07684030927951702,0.052755905511811016,0.6794738493095072
xlstm_const,G,42,agaci_cqr,0.07987186755291643,0.03779527559055118,0.6984666623203049
xlstm_const,G,42,cqr_rolling,0.1820870788035627,0.04488188976377953,0.6676908475595855
xlstm_const,G,42,cqr_static,-0.008655704324170246,0.060629921259842526,
xlstm_const,G,42,decay_ocp_cqr,-0.25830392727624585,0.006299212598425197,
xlstm_const,G,42,dtaci_cqr,0.10070306151487302,0.04409448818897638,0.6846890159822487
xlstm_const,G,42,mondrian_cqr,0.24134921548542346,0.03543307086614173,0.8107625456145274
xlstm_const,G,42,native,0.3073893117471359,0.0007874015748031496,
xlstm_const,G,42,pid_cqr,0.307389311747136,0.03464566929133858,0.656619627576965
xlstm_const,G,42,pid_local_cqr,0.04303239653885515,0.041732283464566935,0.7022455285292489
xlstm_const,G,42,pid_tan_cqr,-0.08287572340517939,0.07007874015748031,
xlstm_const,G,42,saocp_cqr,0.3073893117471359,0.0007874015748031496,
xlstm_const,G,42,sfogd_cqr,0.23527136362107118,0.05590551181102362,0.6769121976110255
xlstm_const,G,42,spci_cqr,0.006344886042089711,0.07952755905511812,0.6575725706159538
xlstm_const,G,43,aci_cqr,0.07497389846226987,0.03385826771653543,0.6693070602204558
xlstm_const,G,43,agaci_cqr,-0.40033265737790663,0.026771653543307083,0.6680067537706409
xlstm_const,G,43,cqr_rolling,-0.1241239405077554,0.026771653543307083,0.6788544315908197
xlstm_const,G,43,cqr_static,0.11043387114858261,0.047244094488188976,
xlstm_const,G,43,decay_ocp_cqr,0.2388765344418571,0.003937007874015748,
xlstm_const,G,43,dtaci_cqr,-0.001999385389027941,0.024409448818897637,0.6859909671475739
xlstm_const,G,43,mondrian_cqr,-0.17522939778905988,0.01968503937007874,0.8056144473329145
xlstm_const,G,43,native,-0.04827132675825951,0.004724409448818898,
xlstm_const,G,43,pid_cqr,-0.11858901776844978,0.03307086614173228,0.6430784255914015
xlstm_const,G,43,pid_local_cqr,0.08973753491216727,0.03858267716535433,0.684320649571888
xlstm_const,G,43,pid_tan_cqr,-0.2695578172666333,0.06535433070866141,
xlstm_const,G,43,saocp_cqr,,0.0,
xlstm_const,G,43,sfogd_cqr,0.3014269403522172,0.046456692913385826,0.7000190372084534
xlstm_const,G,43,spci_cqr,0.23488512173389256,0.05196850393700787,0.6666146849752623
xlstm_const,G,44,aci_cqr,0.3073893117471359,0.02992125984251968,0.6791415808952797
xlstm_const,G,44,agaci_cqr,0.30738931174713596,0.02125984251968504,0.6667115638209955
xlstm_const,G,44,cqr_rolling,0.1656092314477572,0.023622047244094488,0.6919277743162981
xlstm_const,G,44,cqr_static,-0.28334736351240675,0.013385826771653541,
xlstm_const,G,44,decay_ocp_cqr,-0.2992929807024274,0.003937007874015748,
xlstm_const,G,44,dtaci_cqr,0.12345809144895602,0.01889763779527559,0.6767009426306121
xlstm_const,G,44,mondrian_cqr,0.27821109588871207,0.01811023622047244,0.8497460800444081
xlstm_const,G,44,native,,0.0,
xlstm_const,G,44,pid_cqr,-0.022652278564364935,0.015748031496062992,0.6735657201690662
xlstm_const,G,44,pid_local_cqr,-0.07378549090953838,0.025984251968503937,0.6809878453361506
xlstm_const,G,44,pid_tan_cqr,0.2407187977499344,0.052755905511811016,
xlstm_const,G,44,saocp_cqr,,0.0,
xlstm_const,G,44,sfogd_cqr,0.3339817878537477,0.046456692913385826,0.6984539971855475
xlstm_const,G,44,spci_cqr,0.30738931174713596,0.051181102362204724,0.6495361941687834
xlstm_const,GF,42,aci_cqr,0.09846118153124041,0.04803149606299213,0.6736128881471413
xlstm_const,GF,42,agaci_cqr,0.2578146785114164,0.04173228346456693,0.6945435744488254
xlstm_const,GF,42,cqr_rolling,0.15877554883722153,0.03937007874015748,0.6693282355070027
xlstm_const,GF,42,cqr_static,0.18668681932539274,0.05669291338582677,
xlstm_const,GF,42,decay_ocp_cqr,-0.2672381289652613,0.003937007874015748,
xlstm_const,GF,42,dtaci_cqr,0.23422308776956235,0.041732283464566935,0.692617025148902
xlstm_const,GF,42,mondrian_cqr,0.15650996675966017,0.029921259842519688,0.7942816337364681
xlstm_const,GF,42,native,0.3073893117471361,0.0007874015748031496,
xlstm_const,GF,42,pid_cqr,0.30859970151575133,0.04251968503937008,0.6427609775708334
xlstm_const,GF,42,pid_local_cqr,0.2104502714607142,0.046456692913385826,0.6886445507352017
xlstm_const,GF,42,pid_tan_cqr,0.07438425081693163,0.07795275590551182,0.7832442936188315
xlstm_const,GF,42,saocp_cqr,,0.0,
xlstm_const,GF,42,sfogd_cqr,0.3137682247408496,0.054330708661417315,0.7097400159082468
xlstm_const,GF,42,spci_cqr,0.17016838546561885,0.08031496062992126,0.6552806939981316
xlstm_const,GF,43,aci_cqr,0.12511232322852414,0.025196850393700787,0.6711571455688128
xlstm_const,GF,43,agaci_cqr,-0.04765204364832791,0.023622047244094488,0.6571894189801899
xlstm_const,GF,43,cqr_rolling,0.20128606211156783,0.02125984251968504,0.679255300763105
xlstm_const,GF,43,cqr_static,-0.028752334552463413,0.01653543307086614,
xlstm_const,GF,43,decay_ocp_cqr,-0.011780270719691455,0.003937007874015748,
xlstm_const,GF,43,dtaci_cqr,0.21785393216907456,0.01732283464566929,0.671790814390417
xlstm_const,GF,43,mondrian_cqr,0.24168799923267603,0.01732283464566929,0.7869194594454063
xlstm_const,GF,43,native,-0.18043883082708995,0.0031496062992125984,
xlstm_const,GF,43,pid_cqr,0.19541367415903216,0.01732283464566929,0.6256839756406374
xlstm_const,GF,43,pid_local_cqr,0.04391965730903867,0.03228346456692913,0.6501844573525326
xlstm_const,GF,43,pid_tan_cqr,0.012691854520357575,0.052755905511811016,0.743105061841642
xlstm_const,GF,43,saocp_cqr,,0.0,
xlstm_const,GF,43,sfogd_cqr,-0.29052715870160234,0.031496062992125984,0.6611034912064515
xlstm_const,GF,43,spci_cqr,-0.009675287770522737,0.041732283464566935,0.6230186649001308
xlstm_const,GF,44,aci_cqr,0.374465523746474,0.01811023622047244,0.659895865907715
xlstm_const,GF,44,agaci_cqr,0.4257943560710024,0.014960629921259844,0.6585779557721638
xlstm_const,GF,44,cqr_rolling,0.4058740822990575,0.013385826771653541,0.6617391577334613
xlstm_const,GF,44,cqr_static,-0.3073893117471361,0.0007874015748031496,
xlstm_const,GF,44,decay_ocp_cqr,,0.0,
xlstm_const,GF,44,dtaci_cqr,0.3871261174843579,0.014173228346456693,0.6637554441385273
