label,rq,country,n,dbar,dbar_norm,t_hln,p_hln,q_hln
XM tirex2/ZS/cqr_static vs xlstm/L/native,XM,NL,127,-0.009077183436602337,-0.05984231190035803,-1.359311342796439,0.17647583131180333,0.4365383411964465
XM tirex2/ZS/cqr_static vs xlstm/L/native,XM,PT,127,-0.03231343949316283,-0.04365891268478443,-0.8382973306004564,0.4034511926245845,0.6591034334956084
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,AT,127,-0.017384781384768434,-0.10031118490923706,-1.7615989111112724,0.08056255696400294,0.26768641166844187
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,BE,127,-0.008932830951533076,-0.04111409806925985,-1.0490166914410235,0.296178397485082,0.5749345362945709
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,ES,127,-0.012598659900229875,-0.03170171240205728,-0.9167645422539278,0.3610174107736921,0.6240353007038317
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,FI,127,-0.007045207594041878,-0.03984100688595132,-1.0630098495144185,0.28981056402625427,0.5724884588989803
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,FR,127,-0.006409986265250165,-0.03213165198444748,-0.7042343179554909,0.482586403425203,0.7050380534839094
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,GR,127,-0.24645511085029576,-0.13955555540786843,-3.2920674441239037,0.0012906602458993,0.02760561824282526
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,IE,127,-0.010063377589127892,-0.024382709044517566,-0.7402680043201494,0.4605145619612663,0.6944012443840777
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,IT,127,-0.04400830056648558,-0.06562140925504943,-1.8660511405665903,0.0643592797848549,0.24128390994480783
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,NL,127,-0.006383714637770302,-0.04208532802101478,-1.074510007024605,0.2846475363888963,0.564507606879257
XM tirex2/ZS/cqr_static vs rw/L/aci_cqr,XM,PT,127,0.05191139619819806,0.07013784819910378,1.7550598237276842,0.08167962252951155,0.26768641166844187
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,AT,127,-0.020259286836071245,-0.11689724610071558,-2.044689960875473,0.04296827156697525,0.19693791134863656
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,BE,127,-0.024852689274924,-0.1143865712536186,-2.7226707351191313,0.007393980838756198,0.067664141426835
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,ES,127,-0.0570591132072658,-0.143576508226892,-3.113212485643286,0.0022907211798226523,0.032866869101803274
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,FI,127,-0.02250681312003822,-0.12727717168399624,-2.1656235716416528,0.03222346584123725,0.17321432685736896
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,FR,127,-0.03518616632466014,-0.1763794186486827,-2.8617781938067375,0.004934321299496336,0.05519749250284037
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,GR,127,-0.12981679419164105,-0.07350894348337542,-2.0089768809634583,0.046676692888621085,0.2033704530818877
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,IE,127,-0.07239254710903081,-0.17540099211402027,-3.70652758384386,0.00031340642085786463,0.01591140290509159
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,IT,127,-0.07006585636887509,-0.10447620508865829,-1.7642979441930065,0.08010515927861239,0.26768641166844187
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,NL,127,0.004072495895489242,0.02684836891233046,0.4936048883489701,0.6224445477140823,0.7955700059251531
XM tirex2/ZS/cqr_static vs xlstm_const/L/spci_cqr,XM,PT,127,0.007889132133794954,0.010659061257188632,0.1807638638872032,0.8568433601154157,0.919539215733617
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,AT,127,-0.012395906785707818,-0.07152509256102826,-2.0550145780733016,0.041944297008834175,0.19633500727539402
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,BE,127,-0.02096577724137086,-0.09649673505262527,-1.9476138750257979,0.053685230696641106,0.2173757807348658
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,ES,127,-0.024574460186154494,-0.0618361377659748,-1.698514128729517,0.09187882830382632,0.28845038156362374
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,FI,127,-0.013832971214840752,-0.07822615502341163,-2.095286749124397,0.038147537110692076,0.18244474270330993
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,FR,127,-0.015360532850872913,-0.07699849507254117,-1.328792221878415,0.1863179216581765,0.4460463087809341
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,GR,127,-0.20629913886795004,-0.11681717942692521,-2.584902164139062,0.01087942676028808,0.08253358231942681
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,IE,127,-0.0665471564031585,-0.161238106982214,-3.472123598806962,0.0007080525622467082,0.025368741446981237
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,IT,127,-0.043441958281339225,-0.0647769281368594,-1.4894077449089296,0.13887887527145315,0.37876056892214494
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,NL,127,-0.005647082935485254,-0.037229003987055,-0.6987171998453837,0.4860164565596592,0.706543747421531
XM tirex2/ZS/cqr_static vs lstm/L/pid_cqr,XM,PT,127,0.02493414218652359,0.033688692806031026,0.6927010414521335,0.4897719276254755,0.7088804215631882
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,AT,127,-0.026797573860842628,-0.15462353694186118,-2.4256663458869694,0.01669722939026297,0.11312339496072599
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,BE,127,-0.013482273551108034,-0.06205328635282318,-1.7084496096794934,0.09001526528495463,0.2856253610003368
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,ES,127,-0.020496584669292946,-0.05157507525054197,-1.4746647179417465,0.1427969926022823,0.3831138825914891
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,FI,127,-0.012569821132116226,-0.07108297712949439,-1.6452506099858935,0.1024105987012276,0.3072317961036828
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,FR,127,-0.006175805434270001,-0.030957762267510673,-0.7291992791668689,0.467233082691608,0.6961034640552173
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,GR,127,-0.2756823794764129,-0.15610553764236282,-3.3828536226457544,0.0009562456455063373,0.026048480646374016
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,IE,127,-0.003840678579604942,-0.009305637944181901,-0.2544665029582909,0.7995500107334776,0.8854077300068712
XM tirex2/ZS/cqr_static vs arma_monthly/L/dtaci_cqr,XM,IT,127,-0.051574421398227654,-0.07690336073197172,-1.6967303032170635,0.09221671289382516,0.28845038156362374
